MANDT,SPRAS,KTOPL,SAKNR,TXT20,TXT50,MCOD1
800,1,4000,1012990300,其他货币资金-在途资金-其他,其他货币资金-在途资金-其他,其他货币资金-在途资金-其他
800,1,4000,1101010000,交易性金融资产-成本,交易性金融资产-成本,交易性金融资产-成本
800,1,4000,1101020000,交易性金融资产-公允价值变动,交易性金融资产-公允价值变动,交易性金融资产-公允价值变动
800,1,4000,1121010000,应收票据-银行承兑汇票,应收票据-银行承兑汇票,应收票据-银行承兑汇票
800,1,4000,1121020000,应收票据-商业承兑汇票,应收票据-商业承兑汇票,应收票据-商业承兑汇票
800,1,4000,1121030000,应收票据-国内信用证,应收票据-国内信用证,应收票据-国内信用证
800,1,4000,1122010000,应收账款-应收货款,应收账款-应收货款,应收账款-应收货款
800,1,4000,1122020000,应收账款-客户保证金,应收账款-客户保证金,应收账款-客户保证金
800,1,4000,1122021000,已删除,已删除,已删除
800,1,4000,1122030000,应收账款-营养餐物流保证金,应收账款-营养餐物流保证金（禁用）,应收账款-营养餐物流保证金（禁用）
800,1,4000,1122999998,应收账款重分类调整,应收账款重分类调整,应收账款重分类调整
800,1,4000,1122999999,应收账款-外币评估调整,应收账款-外币评估调整,应收账款-外币评估调整
800,1,4000,1123000000,预付账款,预付账款,预付账款
800,1,4000,1123999998,预付账款重分类调整,预付账款重分类调整,预付账款重分类调整
800,1,4000,1123999999,预付账款-外币评估调整,预付账款-外币评估调整,预付账款-外币评估调整
800,1,4000,1131000000,应收股利,应收股利,应收股利
800,1,4000,1132000000,应收利息,应收利息,应收利息
800,1,4000,1221000000,其他应收款-其他,其他应收款-其他,其他应收款-其他
800,1,4000,1221010000,其他应收款-瓶箱押金,其他应收款-瓶箱押金,其他应收款-瓶箱押金
800,1,4000,1221020000,内部往来-资产,内部往来-资产,内部往来-资产
800,1,4000,1221030000,其他应收款-陈列柜押金,其他应收款-陈列柜押金,其他应收款-陈列柜押金
800,1,4000,1221040000,其他应收款-保证金,其他应收款-保证金,其他应收款-保证金
800,1,4000,1221050000,其他应收款-运费(删除),其他应收款-运费(删除),其他应收款-运费(删除)
800,1,4000,1221999997,其他应收款-代收运费(删除),其他应收款-代收运费(删除),其他应收款-代收运费(删除)
800,1,4000,1221999998,其他应收款重分类调整,其他应收款重分类调整,其他应收款重分类调整
800,1,4000,1221999999,其他应收款-外币评估调整,其他应收款-外币评估调整,其他应收款-外币评估调整
800,1,4000,1231010000,坏账准备-应收账款,坏账准备-应收账款,坏账准备-应收账款
800,1,4000,1231020000,坏账准备-其他应收账款,坏账准备-其他应收账款,坏账准备-其他应收账款
800,1,4000,1402000000,在途物资(删除),在途物资(删除),在途物资(删除)
800,1,4000,1403010000,原材料-原辅料,原材料-原辅料,原材料-原辅料
800,1,4000,1403020000,原材料-备品备件,原材料-备品备件,原材料-备品备件
800,1,4000,1403030000,原材料-燃料(删除),原材料-燃料(删除),原材料-燃料(删除)
800,1,4000,1403999998,原材料差异-物料账,原材料差异-物料账,原材料差异-物料账
800,1,4000,1403999999,原材料差异,原材料差异,原材料差异
800,1,4000,1405010000,库存商品-产成品,库存商品-产成品,库存商品-产成品
800,1,4000,1405020000,库存商品-外购商品,库存商品-外购商品,库存商品-外购商品
800,1,4000,1405999998,产成品差异-物料账,产成品差异-物料账,产成品差异-物料账
800,1,4000,1405999999,产成品差异,产成品差异,产成品差异
800,1,4000,1406000000,发出商品(删除),发出商品(删除),发出商品(删除)
800,1,4000,1407000000,自制半成品,自制半成品,自制半成品
800,1,4000,1407999998,半成品差异-物料账,半成品差异-物料账,半成品差异-物料账
800,1,4000,1407999999,半成品差异,半成品差异,半成品差异
800,1,4000,1408000000,委托加工物资-结转,委托加工物资-结转,委托加工物资-结转
800,1,4000,1408010000,委托加工物资-材料,委托加工物资-材料,委托加工物资-材料
800,1,4000,1408020000,委托加工物资-加工费,委托加工物资-加工费,委托加工物资-加工费
800,1,4000,1410000000,包装物,包装物,包装物
800,1,4000,1411010000,周转材料-在库(删除),周转材料-在库(删除),周转材料-在库(删除)
800,1,4000,1411020000,周转材料,周转材料,周转材料
800,1,4000,1412000000,低值易耗品,低值易耗品,低值易耗品
800,1,4000,1421000000,消耗性生物资产,消耗性生物资产,消耗性生物资产
800,1,4000,1471010000,存货跌价准备-原材料,存货跌价准备-原材料,存货跌价准备-原材料
800,1,4000,1471020000,存货跌价准备-包装物,存货跌价准备-包装物,存货跌价准备-包装物
800,1,4000,1471030000,存货跌价准备-库存商品,存货跌价准备-库存商品,存货跌价准备-库存商品
800,1,4000,1471040000,存货跌价准备-低值易耗品,存货跌价准备-低值易耗品,存货跌价准备-低值易耗品
800,1,4000,1471050000,存货跌价准备-周转材料,存货跌价准备-周转材料,存货跌价准备-周转材料
800,1,4000,1471060000,存货跌价准备-发出商品,存货跌价准备-发出商品,存货跌价准备-发出商品
800,1,4000,1471070000,存货跌价准备-委托加工物资,存货跌价准备-委托加工物资,存货跌价准备-委托加工物资
800,1,4000,1471080000,存货跌价准备-自制半成品,存货跌价准备-自制半成品,存货跌价准备-自制半成品
800,1,4000,1471090000,存货跌价准备-消耗性生物资产,存货跌价准备-消耗性生物资产,存货跌价准备-消耗性生物资产
800,1,4000,1501010000,持有至到期投资-投资成本(删除),持有至到期投资-投资成本(删除),持有至到期投资-投资成本(删除)
800,1,4000,1501020000,持有至到期投资-利息调整(删除),持有至到期投资-利息调整(删除),持有至到期投资-利息调整(删除)
800,1,4000,1501030000,持有至到期投资-应计利息(删除),持有至到期投资-应计利息(删除),持有至到期投资-应计利息(删除)
800,1,4000,1502000000,持有至到期投资减值准备(冻结),持有至到期投资减值准备(冻结),持有至到期投资减值准备(冻结)
800,1,4000,1503010000,其他权益工具投资-投资成本,其他权益工具投资-投资成本,其他权益工具投资-投资成本
800,1,4000,1503020000,可供出售金融资产-利息调整(删除),可供出售金融资产-利息调整(删除),可供出售金融资产-利息调整(删除)
800,1,4000,1503030000,可供出售金融资产-应计利息(删除),可供出售金融资产-应计利息(删除),可供出售金融资产-应计利息(删除)
800,1,4000,1503040000,其他权益工具投资-公允价值变动,其他权益工具投资-公允价值变动,其他权益工具投资-公允价值变动
800,1,4000,1503050000,持有待售资产,持有待售资产,持有待售资产
800,1,4000,1504000000,其他权益工具投资-减值准备,其他权益工具投资-减值准备,其他权益工具投资-减值准备
800,1,4000,1511010000,长期股权投资-投资成本,长期股权投资-投资成本,长期股权投资-投资成本
800,1,4000,1511020000,长期股权投资-损益调整,长期股权投资-损益调整,长期股权投资-损益调整
800,1,4000,1511030000,长期股权投资-其他权益变动,长期股权投资-其他权益变动,长期股权投资-其他权益变动
800,1,4000,1511040000,长期股权投资-其他综合收益,长期股权投资-其他综合收益,长期股权投资-其他综合收益
800,1,4000,1511999999,长期股权投资-外币评估调整,长期股权投资-外币评估调整,长期股权投资-外币评估调整
800,1,4000,1512000000,长期股权投资减值准备,长期股权投资减值准备,长期股权投资减值准备
800,1,4000,1521000000,投资性房地产(删除),投资性房地产(删除),投资性房地产(删除)
800,1,4000,1521010000,投资性房地产-房屋建筑物,投资性房地产-房屋建筑物,投资性房地产-房屋建筑物
800,1,4000,1521020000,投资性房地产-土地使用权,投资性房地产-土地使用权,投资性房地产-土地使用权
800,1,4000,1521030000,投资性房地产-在建工程,投资性房地产-在建工程,投资性房地产-在建工程
800,1,4000,1522000000,投资性房地产累计折旧(删除),投资性房地产累计折旧(删除),投资性房地产累计折旧(删除)
800,1,4000,1522010000,投资性房地产累计折旧-房屋建筑物,投资性房地产累计折旧-房屋建筑物,投资性房地产累计折旧-房屋建筑物
800,1,4000,1522020000,投资性房地产累计折旧-土地使用权,投资性房地产累计折旧-土地使用权,投资性房地产累计折旧-土地使用权
800,1,4000,1523000000,投资性房地产减值准备(删除),投资性房地产减值准备(删除),投资性房地产减值准备(删除)
800,1,4000,1523010000,投资性房地产减值准备-房屋建筑物,投资性房地产减值准备-房屋建筑物,投资性房地产减值准备-房屋建筑物
800,1,4000,1523020000,投资性房地产减值准备-土地使用权,投资性房地产减值准备-土地使用权,投资性房地产减值准备-土地使用权
800,1,4000,1523030000,投资性房地产减值准备-在建工程,投资性房地产减值准备-在建工程,投资性房地产减值准备-在建工程
800,1,4000,1531000000,长期应收款,长期应收款,长期应收款
800,1,4000,1532000000,未实现融资收益,未实现融资收益,未实现融资收益
800,1,4000,1533010000,使用权资产,使用权资产,使用权资产
800,1,4000,1533020000,累计折旧-使用权资产,累计折旧-使用权资产,累计折旧-使用权资产
800,1,4000,1533030000,使用权资产-减值准备,使用权资产-减值准备,使用权资产-减值准备
800,1,4000,1601010000,固定资产-生产用房屋及建筑物,固定资产-生产用房屋及建筑物,固定资产-生产用房屋及建筑物
800,1,4000,1601020000,固定资产-非生产用房屋建筑物,固定资产-非生产用房屋建筑物,固定资产-非生产用房屋建筑物
800,1,4000,1601030000,固定资产-简易房屋建筑物(删除),固定资产-简易房屋建筑物(删除),固定资产-简易房屋建筑物(删除)
800,1,4000,1601040000,固定资产-其他房屋建筑物,固定资产-其他房屋建筑物,固定资产-其他房屋建筑物
800,1,4000,1601050000,固定资产-机器设备,固定资产-机器设备,固定资产-机器设备
800,1,4000,1601060000,固定资产-运输设备,固定资产-运输设备,固定资产-运输设备
800,1,4000,1601070000,固定资产-器具及办公家俱,固定资产-器具及办公家俱,固定资产-器具及办公家俱
800,1,4000,1601080000,固定资产-电子设备,固定资产-电子设备,固定资产-电子设备
800,1,4000,1601090000,固定资产-品控检验设备,固定资产-品控检验设备,固定资产-品控检验设备
800,1,4000,1601100000,固定资产-其他设备,固定资产-其他设备,固定资产-其他设备
800,1,4000,1601110000,固定资产-辅助专用设备,固定资产-辅助专用设备,固定资产-辅助专用设备
800,1,4000,1602010000,累计折旧-房屋及建筑物,累计折旧-房屋及建筑物,累计折旧-房屋及建筑物
800,1,4000,1602020000,累计折旧-非生产用房屋建筑物,累计折旧-非生产用房屋建筑物,累计折旧-非生产用房屋建筑物
800,1,4000,1602030000,累计折旧-简易房屋建筑物(删除),累计折旧-简易房屋建筑物(删除),累计折旧-简易房屋建筑物(删除)
800,1,4000,1602040000,累计折旧-其他房屋建筑物,累计折旧-其他房屋建筑物,累计折旧-其他房屋建筑物
800,1,4000,1602050000,累计折旧-机器设备,累计折旧-机器设备,累计折旧-机器设备
800,1,4000,1602060000,累计折旧-运输设备,累计折旧-运输设备,累计折旧-运输设备
800,1,4000,1602070000,累计折旧-器具及办公家俱,累计折旧-器具及办公家俱,累计折旧-器具及办公家俱
800,1,4000,1602080000,累计折旧-电子设备,累计折旧-电子设备,累计折旧-电子设备
800,1,4000,1602090000,累计折旧-品控检验设备,累计折旧-品控检验设备,累计折旧-品控检验设备
800,1,4000,1602100000,累计折旧-其他设备,累计折旧-其他设备,累计折旧-其他设备
800,1,4000,1602110000,累计折旧-辅助专用设备,累计折旧-辅助专用设备,累计折旧-辅助专用设备
800,1,4000,1603000000,固定资产减值准备(删除),固定资产减值准备(删除),固定资产减值准备(删除)
800,1,4000,1603010000,固定资产-减值准备-生产用房屋及建筑物,固定资产-减值准备-生产用房屋及建筑物,固定资产-减值准备-生产用房屋及建筑物
800,1,4000,1603020000,固定资产-减值准备-非生产用房屋建筑物,固定资产-减值准备-非生产用房屋建筑物,固定资产-减值准备-非生产用房屋建筑物
800,1,4000,1603040000,固定资产-减值准备-其他房屋建筑物,固定资产-减值准备-其他房屋建筑物,固定资产-减值准备-其他房屋建筑物
800,1,4000,1603050000,固定资产-减值准备-机器设备,固定资产-减值准备-机器设备,固定资产-减值准备-机器设备
800,1,4000,1603060000,固定资产-减值准备-运输设备,固定资产-减值准备-运输设备,固定资产-减值准备-运输设备
800,1,4000,1603070000,固定资产-减值准备-器具及办公家俱,固定资产-减值准备-器具及办公家俱,固定资产-减值准备-器具及办公家俱
800,1,4000,1603080000,固定资产-减值准备-电子设备,固定资产-减值准备-电子设备,固定资产-减值准备-电子设备
800,1,4000,1603090000,固定资产-减值准备-品控检验设备,固定资产-减值准备-品控检验设备,固定资产-减值准备-品控检验设备
800,1,4000,1603100000,固定资产-减值准备-其他设备,固定资产-减值准备-其他设备,固定资产-减值准备-其他设备
800,1,4000,1603110000,固定资产-减值准备-辅助专用设备,固定资产-减值准备-辅助专用设备,固定资产-减值准备-辅助专用设备
800,1,4000,1603120000,固定资产-减值准备-冰柜资产(删除),固定资产-减值准备-冰柜资产(删除),固定资产-减值准备-冰柜资产(删除)
800,1,4000,1604000000,在建工程,在建工程,在建工程
800,1,4000,1605010000,工程物资-专用材料(删除),工程物资-专用材料(删除),工程物资-专用材料(删除)
800,1,4000,1605020000,工程物资-专用设备(删除),工程物资-专用设备(删除),工程物资-专用设备(删除)
800,1,4000,1605030000,工程物资-为生产准备的工器具(标记删除),工程物资-为生产准备的工器具( 标记删除),工程物资-为生产准备的工器具( 标记删除)
800,1,4000,1606000000,固定资产清理,固定资产清理,固定资产清理
800,1,4000,1607000000,在建工程减值准备,在建工程减值准备,在建工程减值准备
800,1,4000,1608000000,工程物资减值准备,工程物资减值准备,工程物资减值准备
800,1,4000,1621010000,未成熟生产性生物资产,未成熟生产性生物资产,未成熟生产性生物资产
800,1,4000,1621020000,成熟生产性生物资产,成熟生产性生物资产,成熟生产性生物资产
800,1,4000,1622000000,生产性生物资产累计折旧,生产性生物资产累计折旧,生产性生物资产累计折旧
800,1,4000,1624000000,生产性生物资产减值准备,生产性生物资产减值准备,生产性生物资产减值准备
800,1,4000,1701010000,无形资产-专利权,无形资产-专利权,无形资产-专利权
800,1,4000,1701020000,无形资产-非专利技术,无形资产-非专利技术,无形资产-非专利技术
800,1,4000,1701030000,无形资产-商标权,无形资产-商标权,无形资产-商标权
800,1,4000,1701040000,无形资产-著作权,无形资产-著作权,无形资产-著作权
800,1,4000,1701050000,无形资产-土地使用权,无形资产-土地使用权,无形资产-土地使用权
800,1,4000,1701060000,无形资产-特许经营权,无形资产-特许经营权,无形资产-特许经营权
800,1,4000,1701070000,无形资产-软件,无形资产-软件,无形资产-软件
800,1,4000,1702010000,累计摊销-专利权,累计摊销-专利权,累计摊销-专利权
800,1,4000,1702020000,累计摊销-非专利技术,累计摊销-非专利技术,累计摊销-非专利技术
800,1,4000,1702030000,累计摊销-商标权,累计摊销-商标权,累计摊销-商标权
800,1,4000,1702040000,累计摊销-著作权,累计摊销-著作权,累计摊销-著作权
800,1,4000,1702050000,累计摊销-土地使用权,累计摊销-土地使用权,累计摊销-土地使用权
800,1,4000,1702060000,累计摊销-特许经营权,累计摊销-特许经营权,累计摊销-特许经营权
800,1,4000,1702070000,累计摊销-软件,累计摊销-软件,累计摊销-软件
800,1,4000,1703000000,无形资产减值准备(删除),无形资产减值准备(删除),无形资产减值准备(删除)
800,1,4000,1703010000,无形资产-减值准备-专利权,无形资产-减值准备-专利权,无形资产-减值准备-专利权
800,1,4000,1703020000,无形资产-减值准备-非专利技术,无形资产-减值准备-非专利技术,无形资产-减值准备-非专利技术
800,1,4000,1703030000,无形资产-减值准备-商标权,无形资产-减值准备-商标权,无形资产-减值准备-商标权
800,1,4000,1703040000,无形资产-减值准备-著作权,无形资产-减值准备-著作权,无形资产-减值准备-著作权
800,1,4000,1703050000,无形资产-减值准备-土地使用权,无形资产-减值准备-土地使用权,无形资产-减值准备-土地使用权
800,1,4000,1703060000,无形资产-减值准备-特许经营权,无形资产-减值准备-特许经营权,无形资产-减值准备-特许经营权
800,1,4000,1703070000,无形资产-减值准备-软件,无形资产-减值准备-软件,无形资产-减值准备-软件
800,1,4000,1711000000,商誉,商誉,商誉
800,1,4000,1801010000,长期待摊费用-装修及转让费,长期待摊费用-装修及转让费,长期待摊费用-装修及转让费
800,1,4000,1801020000,长期待摊费用-水电使用权(删除),长期待摊费用-水电使用权(删除),长期待摊费用-水电使用权(删除)
800,1,4000,1801030000,长期待摊费用-享你商标使用权(删除),长期待摊费用-享你商标使用权(删除),长期待摊费用-享你商标使用权(删除)
800,1,4000,1801040000,长期待摊费用-土地租金,长期待摊费用-土地租金,长期待摊费用-土地租金
800,1,4000,1801050000,长期待摊费用-云牧场(删除),长期待摊费用-云牧场(删除),长期待摊费用-云牧场(删除)
800,1,4000,1801060000,长期待摊费用,长期待摊费用,长期待摊费用
800,1,4000,1811000000,递延所得税资产-其他,递延所得税资产-其他,递延所得税资产-其他
800,1,4000,1811010000,递延所得税资产-坏账准备-应收账款,递延所得税资产-坏账准备-应收账款,递延所得税资产-坏账准备-应收账款
800,1,4000,1811020000,递延所得税资产-坏账准备-其他应收款,递延所得税资产-坏账准备-其他应收款,递延所得税资产-坏账准备-其他应收款
800,1,4000,1811030000,递延所得税资产-固定资产减值准备,递延所得税资产-固定资产减值准备,递延所得税资产-固定资产减值准备
800,1,4000,1811040000,递延所得税资产-无形资产减值准备,递延所得税资产-无形资产减值准备,递延所得税资产-无形资产减值准备
800,1,4000,1811050000,递延所得税资产-存货跌价准备,递延所得税资产-存货跌价准备,递延所得税资产-存货跌价准备
800,1,4000,1811060000,递延所得税资产-可税前弥补亏损,递延所得税资产-可税前弥补亏损,递延所得税资产-可税前弥补亏损
800,1,4000,1811070000,递延所得税资产-租赁负债,递延所得税资产-租赁负债,递延所得税资产-租赁负债
800,1,4000,1811080000,递延所得税资产-投资性房地产减值准备,递延所得税资产-投资性房地产减值准备,递延所得税资产-投资性房地产减值准备
800,1,4000,1811090000,递延所得税资产-工程物资减值准备,递延所得税资产-工程物资减值准备,递延所得税资产-工程物资减值准备
800,1,4000,1811100000,备用,备用,备用
800,1,4000,1901010000,待处理财产损溢-待处理流动资产损溢,待处理财产损溢-待处理流动资产损溢,待处理财产损溢-待处理流动资产损溢
800,1,4000,1901020000,待处理财产损溢-待处理固定资产损溢,待处理财产损溢-待处理固定资产损溢,待处理财产损溢-待处理固定资产损溢
800,1,4000,2001000000,短期借款,短期借款,短期借款
800,1,4000,2001999999,短期借款-外币评估调整,短期借款-外币评估调整,短期借款-外币评估调整
800,1,4000,2101010000,交易性金融负债-成本,交易性金融负债-成本,交易性金融负债-成本
800,1,4000,2101020000,交易性金融负债-公允价值变动,交易性金融负债-公允价值变动,交易性金融负债-公允价值变动
800,1,4000,2201010000,应付票据-商业承兑汇票,应付票据-商业承兑汇票,应付票据-商业承兑汇票
800,1,4000,2201020000,应付票据-银行承兑汇票,应付票据-银行承兑汇票,应付票据-银行承兑汇票
800,1,4000,2201030000,应付票据-国内信用证,应付票据-国内信用证,应付票据-国内信用证
800,1,4000,2201999999,应付票据-外币评估调整,应付票据-外币评估调整,应付票据-外币评估调整
800,1,4000,2202010000,应付账款-应付货款,应付账款-应付货款,应付账款-应付货款
800,1,4000,2202020000,应付账款-供应商保证金(删除),应付账款-供应商保证金(删除),应付账款-供应商保证金(删除)
800,1,4000,2202030100,应付账款-暂估GR/IR,应付账款-暂估GR/IR,应付账款-暂估GR/IR
800,1,4000,2202030200,应付账款-暂估(手工)(删除),应付账款-暂估(手工)(删除),应付账款-暂估(手工)(删除)
800,1,4000,2202040000,内部往来-负债,内部往来-负债,内部往来-负债
800,1,4000,2202999998,应付账款重分类调整,应付账款重分类调整,应付账款重分类调整
800,1,4000,2202999999,应付账款-外币评估调整,应付账款-外币评估调整,应付账款-外币评估调整
800,1,4000,2203010000,预收账款-预收货款,预收账款-预收货款,预收账款-预收货款
800,1,4000,2203020000,预收账款-展示柜押金(删除),预收账款-展示柜押金(删除),预收账款-展示柜押金(删除)
800,1,4000,2203030000,预收账款-热饮机押金(删除),预收账款-热饮机押金(删除),预收账款-热饮机押金(删除)
800,1,4000,2203999998,预收账款重分类调整,预收账款重分类调整,预收账款重分类调整
800,1,4000,2203999999,预收账款-外币评估调整,预收账款-外币评估调整,预收账款-外币评估调整
800,1,4000,2204010000,租赁负债,租赁负债,租赁负债
800,1,4000,2204020000,租赁负债-租赁付款额,租赁负债-租赁付款额,租赁负债-租赁付款额
800,1,4000,2204030000,租赁负债-未确认融资费用,租赁负债-未确认融资费用,租赁负债-未确认融资费用
800,1,4000,2211010000,应付职工薪酬-短期薪酬-工资,应付职工薪酬-短期薪酬-工资,应付职工薪酬-短期薪酬-工资
800,1,4000,2211010100,应付职工薪酬-短期薪酬-工资-计时工资,应付职工薪酬-短期薪酬-工资-计时工资,应付职工薪酬-短期薪酬-工资-计时工资
800,1,4000,2211010200,应付职工薪酬-短期薪酬-工资-计件工资,应付职工薪酬-短期薪酬-工资-计件工资,应付职工薪酬-短期薪酬-工资-计件工资
800,1,4000,2211020000,应付职工薪酬-短期薪酬-职工福利费,应付职工薪酬-短期薪酬-职工福利费,应付职工薪酬-短期薪酬-职工福利费
800,1,4000,2211030100,短期薪酬-社会保险费-基本医疗保险费,应付职工薪酬-短期薪酬-社会保险费-基本医疗保险费,应付职工薪酬-短期薪酬-社会保险费-基本医疗保险费
800,1,4000,2211030200,短期薪酬-社会保险费-基本养老保险费,应付职工薪酬-短期薪酬-社会保险费-基本养老保险费,应付职工薪酬-短期薪酬-社会保险费-基本养老保险费
800,1,4000,2211030300,短期薪酬-社会保险费-年金缴费,应付职工薪酬-短期薪酬-社会保险费-年金缴费,应付职工薪酬-短期薪酬-社会保险费-年金缴费
800,1,4000,2211030400,短期薪酬-社会保险费-失业保险费,应付职工薪酬-短期薪酬-社会保险费-失业保险费,应付职工薪酬-短期薪酬-社会保险费-失业保险费
800,1,4000,2211030500,短期薪酬-社会保险费-工伤保险费,应付职工薪酬-短期薪酬-社会保险费-工伤保险费,应付职工薪酬-短期薪酬-社会保险费-工伤保险费
800,1,4000,2211030600,短期薪酬-社会保险费-生育保险费,应付职工薪酬-短期薪酬-社会保险费-生育保险费,应付职工薪酬-短期薪酬-社会保险费-生育保险费
800,1,4000,2211039900,短期薪酬-社会保险费-综合保险费,应付职工薪酬-短期薪酬-社会保险费-综合保险费,应付职工薪酬-短期薪酬-社会保险费-综合保险费
800,1,4000,2211040000,应付职工薪酬-短期薪酬-住房公积金,应付职工薪酬-短期薪酬-住房公积金,应付职工薪酬-短期薪酬-住房公积金
800,1,4000,2211050000,应付职工薪酬-短期薪酬-工会经费,应付职工薪酬-短期薪酬-工会经费,应付职工薪酬-短期薪酬-工会经费
800,1,4000,2211060000,应付职工薪酬-短期薪酬-职工教育经费,应付职工薪酬-短期薪酬-职工教育经费,应付职工薪酬-短期薪酬-职工教育经费
800,1,4000,2211070100,短期薪酬-非货币性福利-自产品发放,应付职工薪酬-短期薪酬-非货币性福利-自产品发放,应付职工薪酬-短期薪酬-非货币性福利-自产品发放
800,1,4000,2211070200,短期薪酬-非货币性福利-外购商品发放,应付职工薪酬-短期薪酬-非货币性福利-外购商品发放,应付职工薪酬-短期薪酬-非货币性福利-外购商品发放
800,1,4000,2211070300,短期薪酬-非货币性福利-无偿使用固定资产,应付职工薪酬-短期薪酬-非货币性福利-无偿使用的固定资产折旧,应付职工薪酬-短期薪酬-非货币性福利-无偿使用的固
800,1,4000,2211070400,短期薪酬-非货币福利-其他,应付职工薪酬-短期薪酬-非货币福利-其他,应付职工薪酬-短期薪酬-非货币福利-其他
800,1,4000,2211080000,应付职工薪酬-辞退福利,应付职工薪酬-辞退福利,应付职工薪酬-辞退福利
800,1,4000,2211090000,应付职工薪酬-短期薪酬-短期带薪缺勤,应付职工薪酬-短期薪酬-短期带薪缺勤,应付职工薪酬-短期薪酬-短期带薪缺勤
800,1,4000,2211100000,应付职工薪酬-短期薪酬-短期利润分享计划,应付职工薪酬-短期薪酬-短期利润分享计划,应付职工薪酬-短期薪酬-短期利润分享计划
800,1,4000,2211110000,应付职工薪酬-短期薪酬-其他短期薪酬,应付职工薪酬-短期薪酬-其他短期薪酬,应付职工薪酬-短期薪酬-其他短期薪酬
800,1,4000,2211120100,离职后福利-设定提存计划-基本养老保险费,应付职工薪酬-离职后福利-设定提存计划-基本养老保险费,应付职工薪酬-离职后福利-设定提存计划-基本养老保
800,1,4000,2211120200,离职后福利-设定提存计划-失业保险费,应付职工薪酬-离职后福利-设定提存计划-失业保险费,应付职工薪酬-离职后福利-设定提存计划-失业保险费
800,1,4000,2211120300,离职后福利-设定提存计划-年金,应付职工薪酬-离职后福利-设定提存计划-年金,应付职工薪酬-离职后福利-设定提存计划-年金
800,1,4000,2211120400,离职后福利-设定受益计划,应付职工薪酬-离职后福利-设定受益计划,应付职工薪酬-离职后福利-设定受益计划
800,1,4000,2211130100,其他长期职工福利-长期带薪缺勤薪,应付职工薪酬-其他长期职工福利-长期带薪缺勤,应付职工薪酬-其他长期职工福利-长期带薪缺勤
800,1,4000,2211130200,其他长期职工福利-长期残疾福利,应付职工薪酬-其他长期职工福利-长期残疾福利,应付职工薪酬-其他长期职工福利-长期残疾福利
800,1,4000,2211130300,其他长期职工福利-长期利润分享计划,应付职工薪酬-其他长期职工福利-长期利润分享计划,应付职工薪酬-其他长期职工福利-长期利润分享计划
800,1,4000,2211500000,应付职工薪酬-其他（删除）,应付职工薪酬-其他（删除）,应付职工薪酬-其他（删除）
800,1,4000,2221010000,应交税费-应交企业所得税,应交税费-应交企业所得税,应交税费-应交企业所得税
800,1,4000,2221020000,应交税费-应交个人所得税,应交税费-应交个人所得税,应交税费-应交个人所得税
800,1,4000,2221030101,应交税费-应交增值税-进项税额（17%）,应交税费-应交增值税-进项税额（17%）,应交税费-应交增值税-进项税额（17%）
800,1,4000,2221030102,应交税费-应交增值税-进项税额（13%）,应交税费-应交增值税-进项税额（13%）,应交税费-应交增值税-进项税额（13%）
800,1,4000,2221030103,应交税费-应交增值税-进项税额（7%）,应交税费-应交增值税-进项税额（7%）,应交税费-应交增值税-进项税额（7%）
800,1,4000,2221030104,应交税费-应交增值税-进项税额（6%）,应交税费-应交增值税-进项税额（6%）,应交税费-应交增值税-进项税额（6%）
800,1,4000,2221030105,应交税费-应交增值税-进项税额（4%）,应交税费-应交增值税-进项税额（4%）（禁用）,应交税费-应交增值税-进项税额（4%）（禁用）
800,1,4000,2221030106,应交税费-应交增值税-进项税额（3%）,应交税费-应交增值税-进项税额（3%）,应交税费-应交增值税-进项税额（3%）
800,1,4000,2221030107,应交税费-应交增值税-进项税额（11%）,应交税费-应交增值税-进项税额（11%）,应交税费-应交增值税-进项税额（11%）
800,1,4000,2221030108,应交税费-应交增值税-进项税额（5%）,应交税费-应交增值税-进项税额（5%）,应交税费-应交增值税-进项税额（5%）
800,1,4000,2221030109,应交税费-应交增值税-进项税额（10%）,应交税费-应交增值税-进项税额（10%）,应交税费-应交增值税-进项税额（10%）
800,1,4000,2221030110,应交税费-应交增值税-进项税额（16%）,应交税费-应交增值税-进项税额（16%）,应交税费-应交增值税-进项税额（16%）
800,1,4000,2221030111,应交税费-应交增值税-进项税额（9%）,应交税费-应交增值税-进项税额（9%）,应交税费-应交增值税-进项税额（9%）
800,1,4000,2221030112,应交税费-应交增值税进项税-交通费9%,应交税费-应交增值税进项税-交通费计算抵扣（9%）,应交税费-应交增值税进项税-交通费计算抵扣（9%）
800,1,4000,2221030113,应交税费-应交增值税进项税-交通费3%,应交税费-应交增值税进项税-交通费计算抵扣（3%）,应交税费-应交增值税进项税-交通费计算抵扣（3%）
800,1,4000,2221030201,应交税费-应交增值税-销项税额（17%）,应交税费-应交增值税-销项税额（17%）,应交税费-应交增值税-销项税额（17%）
800,1,4000,2221030202,应交税费-应交增值税-销项税额（13%）,应交税费-应交增值税-销项税额（13%）,应交税费-应交增值税-销项税额（13%）
800,1,4000,2221030203,应交税费-应交增值税-销项税额（4%）,应交税费-应交增值税-销项税额（4%）,应交税费-应交增值税-销项税额（4%）
800,1,4000,2221030204,应交税费-应交增值税-销项税额（6%）,应交税费-应交增值税-销项税额（6%）,应交税费-应交增值税-销项税额（6%）
