公司,SAKNR,TXT50,货币,DMBTR_DEBIT,DMBTR_CREDIT,前一期间的余额,DMBTR_DEBIT_1,DMBTR_CREDIT_1,累计余额
4390,6603010200,财务费用-其他利息支出,CNY,0.0,0.0,"56,139.46",0.0,56139.46,
4390,6603020000,财务费用-利息收入,CNY,0.0,0.0,0.00,8413.95,-8413.95,
4390,6603030000,财务费用-手续费,CNY,0.0,0.0,"209,100.30",0.0,209100.3,
4390,6603090000,财务费用-租赁利息,CNY,0.0,0.0,"26,204.10",0.0,26204.1,
4390,6603990000,财务费用-其他费用,CNY,0.0,0.0,"1,357.56",0.0,1357.56,
4390,6701130100,信用减值损失-其他应收款坏账损失,CNY,0.0,0.0,"207,527.74",45576.43,161951.31,
4390,6701130200,信用减值损失-应收账款坏账损失,CNY,0.0,0.0,"155,834.25",104984.88,50849.37,
4390,6711020000,营业外支出-非流动资产处置损失,CNY,0.0,0.0,"40,138.51",0.0,40138.51,
4390,6711990000,营业外支出-其他,CNY,0.0,0.0,"1,030,881.75",10000.0,1020881.75,
4390,6801010000,所得税费用-当期所得税费用,CNY,0.0,0.0,"6,444,146.68",0.0,6444146.68,
4390,6801020000,所得税费用-递延所得税费用,CNY,0.0,0.0,"54,321.17",72585.37,-18264.2,
4390,6999999999,FI/CO统驭,CNY,0.0,0.0,"85,047,394.13",85047394.13,0.0,
*,4390,CNY,0.00,0.0,10681962215.59,"10,681,962,215.59",0.0,0.0,
四川新华西乳业有限公司,总账科目余额,时间 18:11:39,日期,0.0,0.0,,0.0,0.0,
成都市,分类帐 0L,RFSSLD00/WES059,页,2.0,0.0,,0.0,0.0,
前一期间 00-00 2026 报表期间 01-05 2026,None,,,0.0,0.0,,0.0,0.0,
T O T A L S,F R O M,A L L,C O M P A N Y,0.0,0.0,,0.0,0.0,
公司,货币,部门,已结转余额,0.0,0.0,报表期间的贷方余额,0.0,0.0,
4390,CNY,0.00,0.00,10681962215.59,10681962215.59,0.00,0.0,0.0,
*,CNY,0.00,0.00,10681962215.59,10681962215.59,0.00,0.0,0.0,
