帐目表,Trs,评估分组代码,KONTS,ValCl,KONTH,KONTH_1
4000,GBB,4130,VAX,7923,6402080000,6402080000
4000,GBB,4130,VAX,7924,6402090000,6402090000
4000,GBB,4130,VAX,7925,6402020000,6402020000
4000,GBB,4130,VAX,7927,6402020000,6402020000
4000,GBB,4130,VAX,7928,6402090000,6402090000
4000,GBB,4130,VAY,3000,6402020000,6402020000
4000,GBB,4130,VAY,3040,6402020000,6402020000
4000,GBB,4130,VAY,3050,6402020000,6402020000
4000,GBB,4130,VAY,3400,6402020000,6402020000
4000,GBB,4130,VAY,7900,6402020000,6402020000
4000,GBB,4130,VAY,7920,6401000000,6401000000
4000,GBB,4130,VAY,7921,6401000000,6401000000
4000,GBB,4130,VAY,7922,6402070000,6402070000
4000,GBB,4130,VAY,7923,6402080000,6402080000
4000,GBB,4130,VAY,7924,6402090000,6402090000
4000,GBB,4130,VAY,7925,6402020000,6402020000
4000,GBB,4130,VAY,7927,6402020000,6402020000
4000,GBB,4130,VAY,7928,6402090000,6402090000
4000,GBB,4130,VBO,3000,1408010000,1408010000
4000,GBB,4130,VBO,3040,1408010000,1408010000
4000,GBB,4130,VBR,3000,5001010000,5001010000
4000,GBB,4130,VBR,3040,5001020000,5001020000
4000,GBB,4130,VBR,3050,5001060000,5001060000
4000,GBB,4130,VBR,3400,5001020000,5001020000
4000,GBB,4130,VBR,3500,5001050000,5001050000
4000,GBB,4130,VBR,3600,6601020000,6601020000
4000,GBB,4130,VBR,7900,5001040000,5001040000
4000,GBB,4130,VBR,7901,5001040000,5001040000
4000,GBB,4130,VBR,7920,5001030000,5001030000
4000,GBB,4130,VBR,7921,5001030000,5001030000
4000,GBB,4130,VBR,7922,5001030000,5001030000
4000,GBB,4130,VBR,7923,5001030000,5001030000
4000,GBB,4130,VBR,7924,5001030000,5001030000
4000,GBB,4130,VBR,7925,5001030000,5001030000
4000,GBB,4130,VBR,7927,5001010000,5001010000
4000,GBB,4130,VBR,7928,5001030000,5001030000
4000,GBB,4130,VNG,3000,1901010000,1901010000
4000,GBB,4130,VNG,3040,1901010000,1901010000
4000,GBB,4130,VNG,3050,1901010000,1901010000
4000,GBB,4130,VNG,3400,1901010000,1901010000
4000,GBB,4130,VNG,3500,1901010000,1901010000
4000,GBB,4130,VNG,7900,1901010000,1901010000
4000,GBB,4130,VNG,7901,1901010000,1901010000
4000,GBB,4130,VNG,7920,1901010000,1901010000
4000,GBB,4130,VNG,7921,1901010000,1901010000
4000,GBB,4130,VNG,7922,1901010000,1901010000
4000,GBB,4130,VNG,7923,1901010000,1901010000
4000,GBB,4130,VNG,7924,1901010000,1901010000
4000,GBB,4130,VNG,7925,1901010000,1901010000
4000,GBB,4130,VNG,7927,1901010000,1901010000
4000,GBB,4130,VNG,7928,1901010000,1901010000
4000,GBB,4130,VQP,7920,6601330000,6601330000
4000,GBB,4130,VQP,7921,6601330000,6601330000
4000,GBB,4130,VQP,7923,6601330000,6601330000
4000,GBB,4130,VQP,7925,6601330000,6601330000
4000,GBB,4130,VQP,7927,6601330000,6601330000
4000,GBB,4130,VQP,7928,6601330000,6601330000
4000,GBB,4130,VQY,7920,6601330000,6601330000
4000,GBB,4130,VQY,7921,6601330000,6601330000
4000,GBB,4130,VQY,7923,6601330000,6601330000
4000,GBB,4130,VQY,7925,6601330000,6601330000
4000,GBB,4130,VQY,7927,6601330000,6601330000
4000,GBB,4130,VQY,7928,6601330000,6601330000
4000,GBB,4130,Z01,3000,6601140106,6601140106
4000,GBB,4130,Z01,3040,6601060000,6601060000
4000,GBB,4130,Z01,3050,6601140101,6601140101
4000,GBB,4130,Z01,3400,6601140101,6601140101
4000,GBB,4130,Z01,7900,6601140106,6601140106
4000,GBB,4130,Z01,7920,6601140106,6601140106
4000,GBB,4130,Z01,7921,6601140106,6601140106
4000,GBB,4130,Z01,7924,6601140106,6601140106
4000,GBB,4130,Z01,7927,6601140106,6601140106
4000,GBB,4130,Z01,7928,6601140106,6601140106
4000,GBB,4130,Z03,7900,6601250000,6601250000
4000,GBB,4130,Z03,7920,6601250000,6601250000
4000,GBB,4130,Z03,7921,6601250000,6601250000
4000,GBB,4130,Z03,7924,6601250000,6601250000
4000,GBB,4130,Z03,7928,6601250000,6601250000
4000,GBB,4130,Z05,3000,6601330000,6601330000
4000,GBB,4130,Z05,3040,6601330000,6601330000
4000,GBB,4130,Z05,3050,6601330000,6601330000
4000,GBB,4130,Z05,3500,6601330000,6601330000
4000,GBB,4130,Z05,7900,6601330000,6601330000
4000,GBB,4130,Z05,7920,6601330000,6601330000
4000,GBB,4130,Z05,7921,6601330000,6601330000
4000,GBB,4130,Z05,7923,6601330000,6601330000
4000,GBB,4130,Z05,7925,6601330000,6601330000
4000,GBB,4130,Z05,7927,6601330000,6601330000
4000,GBB,4130,Z05,7928,6601330000,6601330000
4000,GBB,4130,Z07,3000,6601340100,6601340100
4000,GBB,4130,Z07,3040,6601340100,6601340100
4000,GBB,4130,Z07,3050,6601341500,6601341500
4000,GBB,4130,Z07,7900,6601340100,6601340100
4000,GBB,4130,Z07,7920,6601340100,6601340100
4000,GBB,4130,Z07,7921,6601340100,6601340100
4000,GBB,4130,Z07,7928,6601340100,6601340100
4000,GBB,4130,Z09,7900,6601120000,6601120000
4000,GBB,4130,Z09,7920,6601120000,6601120000
4000,GBB,4130,Z09,7921,6601120000,6601120000
4000,GBB,4130,Z09,7928,6601120000,6601120000
4000,GBB,4130,Z11,7900,6601140103,6601140103
4000,GBB,4130,Z11,7920,6601140103,6601140103
4000,GBB,4130,Z11,7921,6601140103,6601140103
4000,GBB,4130,Z11,7924,6601140103,6601140103
4000,GBB,4130,Z11,7928,6601140103,6601140103
4000,GBB,4130,Z13,3000,6601010200,6601010200
4000,GBB,4130,Z13,3050,6601010200,6601010200
4000,GBB,4130,Z13,7900,6601010200,6601010200
4000,GBB,4130,Z13,7920,6601010200,6601010200
4000,GBB,4130,Z13,7921,6601010200,6601010200
4000,GBB,4130,Z13,7923,6601010200,6601010200
4000,GBB,4130,Z13,7927,6601010200,6601010200
4000,GBB,4130,Z13,7928,6601010200,6601010200
4000,GBB,4130,Z15,3000,6601140101,6601140101
4000,GBB,4130,Z15,3040,6601060000,6601060000
4000,GBB,4130,Z15,3050,6601140101,6601140101
4000,GBB,4130,Z15,3400,6601140101,6601140101
4000,GBB,4130,Z15,7924,6601140101,6601140101
4000,GBB,4130,Z17,3400,6601100200,6601100200
4000,GBB,4130,Z17,7920,6601100200,6601100200
4000,GBB,4130,Z17,7921,6601100200,6601100200
4000,GBB,4130,Z17,7924,6601100200,6601100200
4000,GBB,4130,Z17,7927,6601100200,6601100200
4000,GBB,4130,Z17,7928,6601100200,6601100200
4000,GBB,4130,Z19,3040,6601030000,6601030000
4000,GBB,4130,Z19,3050,6601030000,6601030000
4000,GBB,4130,Z19,3500,6601030000,6601030000
4000,GBB,4130,Z21,3050,6601230000,6601230000
4000,GBB,4130,Z21,3500,6601230000,6601230000
4000,GBB,4130,Z23,3000,6601060000,6601060000
4000,GBB,4130,Z23,3040,6601060000,6601060000
4000,GBB,4130,Z23,3050,6601060000,6601060000
4000,GBB,4130,Z23,3400,6601060000,6601060000
4000,GBB,4130,Z25,3050,6601410000,6601410000
4000,GBB,4130,Z27,7920,6711060000,6711060000
4000,GBB,4130,Z27,7921,6711060000,6711060000
4000,GBB,4130,Z27,7928,6711060000,6711060000
4000,GBB,4130,Z29,7920,6601140105,6601140105
4000,GBB,4130,Z29,7921,6601140105,6601140105
4000,GBB,4130,Z29,7928,6601140105,6601140105
4000,GBB,4130,Z33,3000,6601060000,6601060000
4000,GBB,4130,Z33,3040,6601060000,6601060000
4000,GBB,4130,Z35,3050,6601080101,6601080101
4000,GBB,4130,Z37,3040,6402020000,6402020000
4000,GBB,4130,Z37,3050,6402020000,6402020000
4000,GBB,4130,Z39,7920,6601120000,6601120000
4000,GBB,4130,Z39,7921,6601120000,6601120000
4000,GBB,4130,Z39,7924,6601120000,6601120000
4000,GBB,4130,Z39,7927,6601120000,6601120000
4000,GBB,4130,Z39,7928,6601120000,6601120000
4000,GBB,4130,Z41,7920,6601110000,6601110000
4000,GBB,4130,Z41,7921,6601110000,6601110000
4000,GBB,4130,Z41,7922,6601110000,6601110000
4000,GBB,4130,Z41,7928,6601110000,6601110000
4000,GBB,4130,Z45,3050,6601080105,6601080105
4000,GBB,4130,Z47,3050,6601160500,6601160500
4000,GBB,4130,Z49,7920,6601140103,6601140103
4000,GBB,4130,Z49,7921,6601140103,6601140103
4000,GBB,4130,Z49,7928,6601140103,6601140103
4000,GBB,4130,Z51,7920,1406000000,1406000000
4000,GBB,4130,Z51,7921,1406000000,1406000000
4000,GBB,4130,Z51,7922,1406000000,1406000000
4000,GBB,4130,Z53,7920,6601140106,6601140106
4000,GBB,4130,Z53,7921,6601140106,6601140106
4000,GBB,4130,Z53,7922,6601140106,6601140106
4000,GBB,4130,Z53,7928,6601140106,6601140106
4000,GBB,4130,Z65,7928,6402990000,6402990000
4000,GBB,4130,Z69,7928,6402990000,6402990000
4000,GBB,4130,Z71,3050,6601330000,6601330000
4000,GBB,4130,Z71,7928,6601330000,6601330000
4000,GBB,4130,Z73,3050,6601060000,6601060000
4000,GBB,4130,Z75,3050,6601060000,6601060000
4000,GBB,4130,Z77,3040,6601060000,6601060000
4000,GBB,4130,Z77,3050,6601060000,6601060000
4000,GBB,4130,Z79,3040,6601060000,6601060000
4000,GBB,4130,Z79,3050,6601060000,6601060000
4000,GBB,4130,Z81,3050,6601060000,6601060000
4000,GBB,4130,Z83,3050,6601030000,6601030000
4000,GBB,4130,Z85,3050,6601030000,6601030000
4000,GBB,4130,Z87,3050,6601030000,6601030000
4000,GBB,4130,Z89,3050,6601030000,6601030000
4000,GBB,4130,Z91,3050,6601030000,6601030000
4000,GBB,4130,Z93,7920,6711090000,6711090000
4000,GBB,4130,Z93,7921,6711090000,6711090000
4000,GBB,4130,Z93,7928,6711090000,6711090000
4000,GBB,4130,Z95,3050,6601342500,6601342500
4000,GBB,4130,ZBR,3000,6601060000,6601060000
4000,GBB,4130,ZBR,3040,6601060000,6601060000
4000,GBB,4130,ZBR,3050,6601060000,6601060000
4000,GBB,4130,ZBR,3500,6601060000,6601060000
4000,GBB,4140,AUF,7900,5001040000,5001040000
4000,GBB,4140,AUF,7920,5001030000,5001030000
4000,GBB,4140,AUF,7921,5001030000,5001030000
4000,GBB,4140,AUF,7928,5001030000,5001030000
4000,GBB,4140,AUI,3000,5001010000,5001010000
4000,GBB,4140,AUI,3040,5001020000,5001020000
4000,GBB,4140,AUI,3050,5001060000,5001060000
4000,GBB,4140,AUI,3400,6601140101,6601140101
4000,GBB,4140,AUI,3500,5001050000,5001050000
4000,GBB,4140,AUI,3600,6601020000,6601020000
4000,GBB,4140,AUI,7900,5001040000,5001040000
4000,GBB,4140,AUI,7901,5001040000,5001040000
4000,GBB,4140,AUI,7920,5001030000,5001030000
4000,GBB,4140,AUI,7921,5001030000,5001030000
4000,GBB,4140,BSA,3000,9999999999,9999999999
4000,GBB,4140,BSA,3040,9999999999,9999999999
4000,GBB,4140,BSA,3050,9999999999,9999999999
4000,GBB,4140,BSA,3400,9999999999,9999999999
4000,GBB,4140,BSA,3500,9999999999,9999999999
4000,GBB,4140,BSA,7900,9999999999,9999999999
4000,GBB,4140,BSA,7901,9999999999,9999999999
4000,GBB,4140,BSA,7920,9999999999,9999999999
4000,GBB,4140,BSA,7921,9999999999,9999999999
4000,GBB,4140,BSA,7928,9999999999,9999999999
4000,GBB,4140,INV,3000,1901010000,1901010000
4000,GBB,4140,INV,3040,1901010000,1901010000
4000,GBB,4140,INV,3050,1901010000,1901010000
4000,GBB,4140,INV,3400,1901010000,1901010000
4000,GBB,4140,INV,3500,1901010000,1901010000
4000,GBB,4140,INV,7900,1901010000,1901010000
4000,GBB,4140,INV,7901,1901010000,1901010000
4000,GBB,4140,INV,7920,1901010000,1901010000
4000,GBB,4140,INV,7921,1901010000,1901010000
4000,GBB,4140,INV,7928,1901010000,1901010000
4000,GBB,4140,VAX,3000,6402020000,6402020000
4000,GBB,4140,VAX,3040,6402020000,6402020000
4000,GBB,4140,VAX,3050,6402020000,6402020000
4000,GBB,4140,VAX,3400,6402020000,6402020000
4000,GBB,4140,VAX,7900,6402020000,6402020000
4000,GBB,4140,VAX,7901,6402020000,6402020000
4000,GBB,4140,VAX,7920,6401000000,6401000000
4000,GBB,4140,VAX,7921,6401000000,6401000000
4000,GBB,4140,VAX,7928,6402090000,6402090000
4000,GBB,4140,VAY,3000,6402020000,6402020000
4000,GBB,4140,VAY,3040,6402020000,6402020000
4000,GBB,4140,VAY,3050,6402020000,6402020000
4000,GBB,4140,VAY,3400,6402020000,6402020000
4000,GBB,4140,VAY,7900,6402020000,6402020000
4000,GBB,4140,VAY,7920,6401000000,6401000000
4000,GBB,4140,VAY,7921,6401000000,6401000000
4000,GBB,4140,VAY,7928,6402090000,6402090000
4000,GBB,4140,VBO,3000,1408010000,1408010000
4000,GBB,4140,VBO,3040,1408010000,1408010000
4000,GBB,4140,VBR,3000,5001010000,5001010000
4000,GBB,4140,VBR,3040,5001020000,5001020000
4000,GBB,4140,VBR,3050,5001060000,5001060000
4000,GBB,4140,VBR,3400,5001020000,5001020000
4000,GBB,4140,VBR,3500,5001050000,5001050000
4000,GBB,4140,VBR,3600,6601020000,6601020000
4000,GBB,4140,VBR,7900,5001040000,5001040000
4000,GBB,4140,VBR,7901,5001040000,5001040000
4000,GBB,4140,VBR,7920,5001030000,5001030000
4000,GBB,4140,VBR,7921,5001030000,5001030000
4000,GBB,4140,VBR,7928,5001030000,5001030000
4000,GBB,4140,VNG,3000,1901010000,1901010000
4000,GBB,4140,VNG,3040,1901010000,1901010000
4000,GBB,4140,VNG,3050,1901010000,1901010000
4000,GBB,4140,VNG,3400,1901010000,1901010000
4000,GBB,4140,VNG,3500,1901010000,1901010000
4000,GBB,4140,VNG,7900,1901010000,1901010000
4000,GBB,4140,VNG,7901,1901010000,1901010000
4000,GBB,4140,VNG,7920,1901010000,1901010000
4000,GBB,4140,VNG,7921,1901010000,1901010000
4000,GBB,4140,VNG,7922,1901010000,1901010000
4000,GBB,4140,VNG,7928,1901010000,1901010000
4000,GBB,4140,VQP,7920,6601330000,6601330000
4000,GBB,4140,VQP,7923,6601330000,6601330000
4000,GBB,4140,VQP,7928,6601330000,6601330000
4000,GBB,4140,VQY,7920,6601330000,6601330000
4000,GBB,4140,VQY,7923,6601330000,6601330000
4000,GBB,4140,VQY,7928,6601330000,6601330000
4000,GBB,4140,Z01,3040,6601060000,6601060000
4000,GBB,4140,Z01,3050,6601140101,6601140101
4000,GBB,4140,Z01,3400,6601140101,6601140101
4000,GBB,4140,Z01,7900,6601140106,6601140106
4000,GBB,4140,Z01,7920,6601140106,6601140106
4000,GBB,4140,Z01,7921,6601140106,6601140106
4000,GBB,4140,Z01,7928,6601140106,6601140106
4000,GBB,4140,Z03,7900,6601250000,6601250000
4000,GBB,4140,Z03,7920,6601250000,6601250000
4000,GBB,4140,Z03,7921,6601250000,6601250000
4000,GBB,4140,Z03,7928,6601250000,6601250000
4000,GBB,4140,Z05,3000,6601330000,6601330000
4000,GBB,4140,Z05,3040,6601330000,6601330000
4000,GBB,4140,Z05,3050,6601330000,6601330000
4000,GBB,4140,Z05,3500,6601330000,6601330000
4000,GBB,4140,Z05,7900,6601330000,6601330000
4000,GBB,4140,Z05,7920,6601330000,6601330000
4000,GBB,4140,Z05,7921,6601330000,6601330000
4000,GBB,4140,Z05,7928,6601330000,6601330000
4000,GBB,4140,Z07,3000,6601340100,6601340100
4000,GBB,4140,Z07,3040,6601340100,6601340100
4000,GBB,4140,Z07,7900,6601340100,6601340100
4000,GBB,4140,Z07,7920,6601340100,6601340100
4000,GBB,4140,Z07,7921,6601340100,6601340100
4000,GBB,4140,Z07,7928,6601340100,6601340100
4000,GBB,4140,Z09,7900,6601120000,6601120000
4000,GBB,4140,Z09,7920,6601120000,6601120000
4000,GBB,4140,Z09,7921,6601120000,6601120000
4000,GBB,4140,Z09,7928,6601120000,6601120000
4000,GBB,4140,Z11,7900,6601140103,6601140103
4000,GBB,4140,Z11,7920,6601140103,6601140103
4000,GBB,4140,Z11,7921,6601140103,6601140103
4000,GBB,4140,Z11,7928,6601140103,6601140103
4000,GBB,4140,Z13,3000,6601010200,6601010200
4000,GBB,4140,Z13,3050,6601010200,6601010200
4000,GBB,4140,Z13,7900,6601010200,6601010200
4000,GBB,4140,Z13,7920,6601010200,6601010200
4000,GBB,4140,Z13,7921,6601010200,6601010200
4000,GBB,4140,Z13,7928,6601010200,6601010200
4000,GBB,4140,Z15,3040,6601140101,6601140101
4000,GBB,4140,Z15,3050,6601140101,6601140101
4000,GBB,4140,Z15,3400,6601140101,6601140101
4000,GBB,4140,Z17,3400,6601100200,6601100200
4000,GBB,4140,Z17,7928,6601100200,6601100200
4000,GBB,4140,Z19,3040,6601030000,6601030000
4000,GBB,4140,Z19,3050,6601030000,6601030000
4000,GBB,4140,Z19,3500,6601030000,6601030000
4000,GBB,4140,Z21,3050,6601230000,6601230000
4000,GBB,4140,Z21,3400,6601230000,6601230000
4000,GBB,4140,Z21,3500,6601230000,6601230000
4000,GBB,4140,Z23,3040,6601060000,6601060000
4000,GBB,4140,Z23,3050,6601060000,6601060000
4000,GBB,4140,Z23,3400,6601060000,6601060000
4000,GBB,4140,Z25,3050,6601410000,6601410000
4000,GBB,4140,Z27,7920,6711060000,6711060000
4000,GBB,4140,Z27,7921,6711060000,6711060000
4000,GBB,4140,Z27,7928,6711060000,6711060000
4000,GBB,4140,Z29,7920,6601140105,6601140105
4000,GBB,4140,Z29,7921,6601140105,6601140105
4000,GBB,4140,Z29,7928,6601140105,6601140105
4000,GBB,4140,Z33,3000,6601060000,6601060000
4000,GBB,4140,Z33,3040,6601060000,6601060000
4000,GBB,4140,Z35,3050,6601080101,6601080101
4000,GBB,4140,Z37,3000,6402020000,6402020000
4000,GBB,4140,Z37,3040,6402020000,6402020000
4000,GBB,4140,Z37,3050,6402020000,6402020000
4000,GBB,4140,Z37,3400,6402020000,6402020000
4000,GBB,4140,Z37,3500,6402020000,6402020000
4000,GBB,4140,Z37,7900,6402020000,6402020000
4000,GBB,4140,Z39,7928,6601120000,6601120000
4000,GBB,4140,Z41,7920,6601110000,6601110000
4000,GBB,4140,Z41,7921,6601110000,6601110000
4000,GBB,4140,Z41,7922,6601110000,6601110000
4000,GBB,4140,Z41,7928,6601110000,6601110000
4000,GBB,4140,Z45,3050,6601080105,6601080105
4000,GBB,4140,Z47,3050,6601160500,6601160500
4000,GBB,4140,Z49,7928,6601140103,6601140103
4000,GBB,4140,Z53,7928,6601140106,6601140106
4000,GBB,4140,Z65,7928,6402990000,6402990000
4000,GBB,4140,Z69,7928,6402990000,6402990000
4000,GBB,4140,Z71,3050,6601330000,6601330000
4000,GBB,4140,Z71,7928,6601330000,6601330000
4000,GBB,4140,Z73,3050,6601060000,6601060000
4000,GBB,4140,Z75,3050,6601060000,6601060000
4000,GBB,4140,Z77,3040,6601060000,6601060000
4000,GBB,4140,Z77,3050,6601060000,6601060000
4000,GBB,4140,Z79,3040,6601060000,6601060000
4000,GBB,4140,Z79,3050,6601060000,6601060000
4000,GBB,4140,Z81,3050,6601060000,6601060000
4000,GBB,4140,Z83,3050,6601030000,6601030000
4000,GBB,4140,Z85,3050,6601030000,6601030000
4000,GBB,4140,Z87,3050,6601030000,6601030000
4000,GBB,4140,Z89,3050,6601030000,6601030000
4000,GBB,4140,Z91,3050,6601030000,6601030000
4000,GBB,4140,Z93,7920,6711090000,6711090000
4000,GBB,4140,Z93,7921,6711090000,6711090000
4000,GBB,4140,Z93,7928,6711090000,6711090000
4000,GBB,4140,Z95,3050,6601342500,6601342500
4000,GBB,4140,ZBR,3000,6601060000,6601060000
4000,GBB,4140,ZBR,3040,6601060000,6601060000
4000,GBB,4140,ZBR,3050,6601060000,6601060000
4000,GBB,4140,ZBR,3500,6601060000,6601060000
4000,GBB,4150,AUF,7900,5001040000,5001040000
4000,GBB,4150,AUF,7920,5001030000,5001030000
4000,GBB,4150,AUF,7921,5001030000,5001030000
4000,GBB,4150,AUF,7923,5001030000,5001030000
4000,GBB,4150,AUF,7925,5001030000,5001030000
4000,GBB,4150,AUF,7927,5001010000,5001010000
4000,GBB,4150,AUF,7928,5001030000,5001030000
4000,GBB,4150,AUI,3000,5001010000,5001010000
4000,GBB,4150,AUI,3040,5001020000,5001020000
4000,GBB,4150,AUI,3050,5001060000,5001060000
4000,GBB,4150,AUI,3400,6601140101,6601140101
4000,GBB,4150,AUI,3500,5001050000,5001050000
4000,GBB,4150,AUI,3600,6601020000,6601020000
4000,GBB,4150,AUI,7900,5001040000,5001040000
4000,GBB,4150,AUI,7901,5001040000,5001040000
4000,GBB,4150,AUI,7920,5001030000,5001030000
4000,GBB,4150,AUI,7921,5001030000,5001030000
4000,GBB,4150,BSA,3000,9999999999,9999999999
4000,GBB,4150,BSA,3040,9999999999,9999999999
4000,GBB,4150,BSA,3050,9999999999,9999999999
4000,GBB,4150,BSA,3400,9999999999,9999999999
4000,GBB,4150,BSA,3500,9999999999,9999999999
4000,GBB,4150,BSA,7900,9999999999,9999999999
4000,GBB,4150,BSA,7901,9999999999,9999999999
4000,GBB,4150,BSA,7920,9999999999,9999999999
4000,GBB,4150,BSA,7921,9999999999,9999999999
4000,GBB,4150,BSA,7922,9999999999,9999999999
4000,GBB,4150,BSA,7923,9999999999,9999999999
4000,GBB,4150,BSA,7924,9999999999,9999999999
4000,GBB,4150,BSA,7927,9999999999,9999999999
4000,GBB,4150,BSA,7928,9999999999,9999999999
4000,GBB,4150,INV,3000,1901010000,1901010000
4000,GBB,4150,INV,3040,1901010000,1901010000
4000,GBB,4150,INV,3050,1901010000,1901010000
4000,GBB,4150,INV,3400,1901010000,1901010000
4000,GBB,4150,INV,3500,1901010000,1901010000
4000,GBB,4150,INV,7900,1901010000,1901010000
4000,GBB,4150,INV,7901,1901010000,1901010000
4000,GBB,4150,INV,7920,1901010000,1901010000
4000,GBB,4150,INV,7921,1901010000,1901010000
4000,GBB,4150,INV,7923,1901010000,1901010000
4000,GBB,4150,INV,7924,1901010000,1901010000
4000,GBB,4150,INV,7925,1901010000,1901010000
4000,GBB,4150,INV,7927,1901010000,1901010000
4000,GBB,4150,INV,7928,1901010000,1901010000
4000,GBB,4150,VAX,3000,6402020000,6402020000
4000,GBB,4150,VAX,3040,6402020000,6402020000
4000,GBB,4150,VAX,3050,6402020000,6402020000
4000,GBB,4150,VAX,3400,6402020000,6402020000
4000,GBB,4150,VAX,7900,6402020000,6402020000
4000,GBB,4150,VAX,7920,6401000000,6401000000
4000,GBB,4150,VAX,7921,6401000000,6401000000
4000,GBB,4150,VAX,7922,6402070000,6402070000
4000,GBB,4150,VAX,7923,6402080000,6402080000
4000,GBB,4150,VAX,7924,6402090000,6402090000
4000,GBB,4150,VAX,7925,6402020000,6402020000
4000,GBB,4150,VAX,7927,6402020000,6402020000
4000,GBB,4150,VAX,7928,6402090000,6402090000
4000,GBB,4150,VAY,3000,6402020000,6402020000
4000,GBB,4150,VAY,3040,6402020000,6402020000
4000,GBB,4150,VAY,3050,6402020000,6402020000
4000,GBB,4150,VAY,3400,6402020000,6402020000
4000,GBB,4150,VAY,7900,6402020000,6402020000
4000,GBB,4150,VAY,7920,6401000000,6401000000
4000,GBB,4150,VAY,7921,6401000000,6401000000
4000,GBB,4150,VAY,7922,6402070000,6402070000
4000,GBB,4150,VAY,7923,6402080000,6402080000
4000,GBB,4150,VAY,7924,6402090000,6402090000
4000,GBB,4150,VAY,7925,6402020000,6402020000
4000,GBB,4150,VAY,7927,6402020000,6402020000
4000,GBB,4150,VAY,7928,6402090000,6402090000
4000,GBB,4150,VBO,3000,1408010000,1408010000
4000,GBB,4150,VBO,3040,1408010000,1408010000
4000,GBB,4150,VBR,3000,5001010000,5001010000
4000,GBB,4150,VBR,3040,5001020000,5001020000
4000,GBB,4150,VBR,3050,5001060000,5001060000
4000,GBB,4150,VBR,3400,5001020000,5001020000
4000,GBB,4150,VBR,3500,5001050000,5001050000
4000,GBB,4150,VBR,3600,6601020000,6601020000
4000,GBB,4150,VBR,7900,5001040000,5001040000
4000,GBB,4150,VBR,7901,5001040000,5001040000
4000,GBB,4150,VBR,7920,5001030000,5001030000
4000,GBB,4150,VBR,7921,5001030000,5001030000
4000,GBB,4150,VBR,7922,5001030000,5001030000
4000,GBB,4150,VBR,7923,5001030000,5001030000
4000,GBB,4150,VBR,7924,5001030000,5001030000
4000,GBB,4150,VBR,7925,5001030000,5001030000
4000,GBB,4150,VBR,7927,5001010000,5001010000
4000,GBB,4150,VBR,7928,5001030000,5001030000
4000,GBB,4150,VNG,3000,1901010000,1901010000
4000,GBB,4150,VNG,3040,1901010000,1901010000
4000,GBB,4150,VNG,3050,1901010000,1901010000
4000,GBB,4150,VNG,3400,1901010000,1901010000
4000,GBB,4150,VNG,3500,1901010000,1901010000
4000,GBB,4150,VNG,7900,1901010000,1901010000
4000,GBB,4150,VNG,7901,1901010000,1901010000
4000,GBB,4150,VNG,7920,1901010000,1901010000
4000,GBB,4150,VNG,7921,1901010000,1901010000
4000,GBB,4150,VNG,7922,1901010000,1901010000
4000,GBB,4150,VNG,7927,1901010000,1901010000
4000,GBB,4150,VNG,7928,1901010000,1901010000
4000,GBB,4150,VQP,7920,6601330000,6601330000
4000,GBB,4150,VQP,7921,6601330000,6601330000
4000,GBB,4150,VQP,7923,6601330000,6601330000
4000,GBB,4150,VQP,7927,6601330000,6601330000
4000,GBB,4150,VQP,7928,6601330000,6601330000
4000,GBB,4150,VQY,7920,6601330000,6601330000
4000,GBB,4150,VQY,7921,6601330000,6601330000
4000,GBB,4150,VQY,7923,6601330000,6601330000
4000,GBB,4150,VQY,7927,6601330000,6601330000
4000,GBB,4150,VQY,7928,6601330000,6601330000
4000,GBB,4150,Z01,3040,6601140106,6601140106
4000,GBB,4150,Z01,3050,6601140101,6601140101
4000,GBB,4150,Z01,3400,6601140101,6601140101
4000,GBB,4150,Z01,7900,6601140106,6601140106
4000,GBB,4150,Z01,7920,6601140106,6601140106
4000,GBB,4150,Z01,7921,6601140106,6601140106
4000,GBB,4150,Z01,7923,6601140106,6601140106
4000,GBB,4150,Z01,7924,6601140106,6601140106
4000,GBB,4150,Z01,7928,6601140106,6601140106
4000,GBB,4150,Z03,7900,6601250000,6601250000
4000,GBB,4150,Z03,7920,6601250000,6601250000
4000,GBB,4150,Z03,7921,6601250000,6601250000
4000,GBB,4150,Z03,7928,6601250000,6601250000
4000,GBB,4150,Z05,3000,6601330000,6601330000
4000,GBB,4150,Z05,3040,6601330000,6601330000
4000,GBB,4150,Z05,3050,6601330000,6601330000
4000,GBB,4150,Z05,3500,6601330000,6601330000
4000,GBB,4150,Z05,7900,6601330000,6601330000
4000,GBB,4150,Z05,7920,6601330000,6601330000
4000,GBB,4150,Z05,7921,6601330000,6601330000
4000,GBB,4150,Z05,7923,6601330000,6601330000
4000,GBB,4150,Z05,7927,6601330000,6601330000
4000,GBB,4150,Z05,7928,6601330000,6601330000
4000,GBB,4150,Z07,3000,6601340100,6601340100
4000,GBB,4150,Z07,3040,6601340100,6601340100
4000,GBB,4150,Z07,3050,6601340100,6601340100
4000,GBB,4150,Z07,7900,6601340100,6601340100
4000,GBB,4150,Z07,7920,6601340100,6601340100
4000,GBB,4150,Z07,7921,6601340100,6601340100
4000,GBB,4150,Z07,7923,6601340100,6601340100
4000,GBB,4150,Z07,7928,6601340100,6601340100
4000,GBB,4150,Z09,7900,6601120000,6601120000
4000,GBB,4150,Z09,7920,6601120000,6601120000
