COMPANY_CODE,Fiscal Year,Period,DOC_NUM,Line Item,Document Type,DATE,Posting Date,Transaction Code,Currency,SHKZG,Posting Key,SAKNR,TXT50,AMOUNT,Assignment,Line Text,WERKS,MATNR,Movement Type,PO/SO/Order Ref,T030 Chart,KTOSL,T030 BWMOD,KOMOK,T030 BKLAS,T030_CONFIG_ROW_ID,SCENARIO_L1,SCENARIO_L2,CONFIG_COVERED_FLAG,Account Present in Balance Sheet,Synthetic Flag
4110,2026,4,9200002210,1,WA,2026-04-08 00:00:00,2026-04-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6711060000,营业外支出-公益性捐赠支出,202938.47,GBB-4120-Z27-7920,GBB科目修改 Z27 自动过账科目测试,4120,MAT7900019,201/261/601/602,REF00002210,4000,GBB,4120,Z27,7920,T030-02210,存货抵消/成本结转,GBB科目修改 Z27,Y,N,Y
4390,2026,4,9200002211,1,WA,2026-04-13 00:00:00,2026-04-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6711060000,营业外支出-公益性捐赠支出,30871.06,GBB-4120-Z27-7921,GBB科目修改 Z27 自动过账科目测试,4120,MAT7900054,201/261/601/602,REF00002211,4000,GBB,4120,Z27,7921,T030-02211,存货抵消/成本结转,GBB科目修改 Z27,Y,N,Y
4110,2026,4,9200002212,1,WA,2026-04-18 00:00:00,2026-04-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6711060000,营业外支出-公益性捐赠支出,118505.61,GBB-4120-Z27-7928,GBB科目修改 Z27 自动过账科目测试,4120,MAT7900019,201/261/601/602,REF00002212,4000,GBB,4120,Z27,7928,T030-02212,存货抵消/成本结转,GBB科目修改 Z27,Y,N,Y
4390,2026,4,9200002213,1,WA,2026-04-23 00:00:00,2026-04-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140105,促销费用-终端促销-临期产品买赠,129760.48,GBB-4120-Z29-7920,GBB科目修改 Z29 自动过账科目测试,4120,MAT7900035,201/261/601/602,REF00002213,4000,GBB,4120,Z29,7920,T030-02213,存货抵消/成本结转,GBB科目修改 Z29,Y,N,Y
4110,2026,4,9200002214,1,WA,2026-04-27 00:00:00,2026-04-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601140105,促销费用-终端促销-临期产品买赠,273713.03,GBB-4120-Z29-7921,GBB科目修改 Z29 自动过账科目测试,4120,MAT7900040,201/261/601/602,REF00002214,4000,GBB,4120,Z29,7921,T030-02214,存货抵消/成本结转,GBB科目修改 Z29,Y,N,Y
4390,2026,5,9200002215,1,WA,2026-05-03 00:00:00,2026-05-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140105,促销费用-终端促销-临期产品买赠,138882.09,GBB-4120-Z29-7928,GBB科目修改 Z29 自动过账科目测试,4120,MAT7900039,201/261/601/602,REF00002215,4000,GBB,4120,Z29,7928,T030-02215,存货抵消/成本结转,GBB科目修改 Z29,Y,N,Y
4110,2026,5,9200002216,1,WA,2026-05-08 00:00:00,2026-05-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,59921.17,GBB-4120-Z33-3000,GBB科目修改 Z33 自动过账科目测试,4120,MAT7900032,201/261/601/602,REF00002216,4000,GBB,4120,Z33,3000,T030-02216,存货抵消/成本结转,GBB科目修改 Z33,Y,Y,Y
4390,2026,5,9200002217,1,WA,2026-05-13 00:00:00,2026-05-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601060000,物料及低值易耗品,106858.66,GBB-4120-Z33-3040,GBB科目修改 Z33 自动过账科目测试,4120,MAT7900049,201/261/601/602,REF00002217,4000,GBB,4120,Z33,3040,T030-02217,存货抵消/成本结转,GBB科目修改 Z33,Y,Y,Y
4110,2026,5,9200002218,1,WA,2026-05-18 00:00:00,2026-05-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601080101,运输费-油料费,32939.38,GBB-4120-Z35-3050,GBB科目修改 Z35 自动过账科目测试,4120,MAT7900049,201/261/601/602,REF00002218,4000,GBB,4120,Z35,3050,T030-02218,存货抵消/成本结转,GBB科目修改 Z35,Y,N,Y
4390,2026,5,9200002219,1,WA,2026-05-23 00:00:00,2026-05-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6402020000,其他业务成本-材料销售成本,297557.25,GBB-4120-Z37-3000,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900027,201/261/601/602,REF00002219,4000,GBB,4120,Z37,3000,T030-02219,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4110,2026,5,9200002220,1,WA,2026-05-27 00:00:00,2026-05-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6402020000,其他业务成本-材料销售成本,35100.07,GBB-4120-Z37-3040,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900005,201/261/601/602,REF00002220,4000,GBB,4120,Z37,3040,T030-02220,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4390,2026,1,9200002221,1,WA,2026-01-03 00:00:00,2026-01-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6402020000,其他业务成本-材料销售成本,32373.02,GBB-4120-Z37-3050,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900005,201/261/601/602,REF00002221,4000,GBB,4120,Z37,3050,T030-02221,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4110,2026,1,9200002222,1,WA,2026-01-08 00:00:00,2026-01-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6402020000,其他业务成本-材料销售成本,148720.83,GBB-4120-Z37-3400,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900047,201/261/601/602,REF00002222,4000,GBB,4120,Z37,3400,T030-02222,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4390,2026,1,9200002223,1,WA,2026-01-13 00:00:00,2026-01-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6402020000,其他业务成本-材料销售成本,66465.09,GBB-4120-Z37-3500,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900017,201/261/601/602,REF00002223,4000,GBB,4120,Z37,3500,T030-02223,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4110,2026,1,9200002224,1,WA,2026-01-18 00:00:00,2026-01-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6402020000,其他业务成本-材料销售成本,299515.4,GBB-4120-Z37-7900,GBB科目修改 Z37 自动过账科目测试,4120,MAT7900051,201/261/601/602,REF00002224,4000,GBB,4120,Z37,7900,T030-02224,存货抵消/成本结转,GBB科目修改 Z37,Y,Y,Y
4390,2026,1,9200002225,1,WA,2026-01-23 00:00:00,2026-01-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601120000,售后服务费,101901.44,GBB-4120-Z39-7928,GBB科目修改 Z39 自动过账科目测试,4120,MAT7900018,201/261/601/602,REF00002225,4000,GBB,4120,Z39,7928,T030-02225,存货抵消/成本结转,GBB科目修改 Z39,Y,Y,Y
4110,2026,1,9200002226,1,WA,2026-01-27 00:00:00,2026-01-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601110000,退料损失费,261280.22,GBB-4120-Z41-7920,GBB科目修改 Z41 自动过账科目测试,4120,MAT7900051,201/261/601/602,REF00002226,4000,GBB,4120,Z41,7920,T030-02226,存货抵消/成本结转,GBB科目修改 Z41,Y,Y,Y
4390,2026,2,9200002227,1,WA,2026-02-03 00:00:00,2026-02-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601110000,退料损失费,85140.99,GBB-4120-Z41-7921,GBB科目修改 Z41 自动过账科目测试,4120,MAT7900023,201/261/601/602,REF00002227,4000,GBB,4120,Z41,7921,T030-02227,存货抵消/成本结转,GBB科目修改 Z41,Y,Y,Y
4110,2026,2,9200002228,1,WA,2026-02-08 00:00:00,2026-02-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601110000,退料损失费,128008.19,GBB-4120-Z41-7922,GBB科目修改 Z41 自动过账科目测试,4120,MAT7900039,201/261/601/602,REF00002228,4000,GBB,4120,Z41,7922,T030-02228,存货抵消/成本结转,GBB科目修改 Z41,Y,Y,Y
4390,2026,2,9200002229,1,WA,2026-02-13 00:00:00,2026-02-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601110000,退料损失费,168158.49,GBB-4120-Z41-7924,GBB科目修改 Z41 自动过账科目测试,4120,MAT7900019,201/261/601/602,REF00002229,4000,GBB,4120,Z41,7924,T030-02229,存货抵消/成本结转,GBB科目修改 Z41,Y,Y,Y
4110,2026,2,9200002230,1,WA,2026-02-18 00:00:00,2026-02-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601110000,退料损失费,176706.65,GBB-4120-Z41-7928,GBB科目修改 Z41 自动过账科目测试,4120,MAT7900030,201/261/601/602,REF00002230,4000,GBB,4120,Z41,7928,T030-02230,存货抵消/成本结转,GBB科目修改 Z41,Y,Y,Y
4390,2026,2,9200002231,1,WA,2026-02-23 00:00:00,2026-02-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601080105,运输费-修理费,238580.07,GBB-4120-Z45-3050,GBB科目修改 Z45 自动过账科目测试,4120,MAT7900038,201/261/601/602,REF00002231,4000,GBB,4120,Z45,3050,T030-02231,存货抵消/成本结转,GBB科目修改 Z45,Y,N,Y
4110,2026,2,9200002232,1,WA,2026-02-27 00:00:00,2026-02-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601160500,汽车费用-修理费,68685.86,GBB-4120-Z47-3050,GBB科目修改 Z47 自动过账科目测试,4120,MAT7900017,201/261/601/602,REF00002232,4000,GBB,4120,Z47,3050,T030-02232,存货抵消/成本结转,GBB科目修改 Z47,Y,Y,Y
4390,2026,3,9200002233,1,WA,2026-03-03 00:00:00,2026-03-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140103,促销费用-终端促销-品尝,163930.69,GBB-4120-Z49-7920,GBB科目修改 Z49 自动过账科目测试,4120,MAT7900025,201/261/601/602,REF00002233,4000,GBB,4120,Z49,7920,T030-02233,存货抵消/成本结转,GBB科目修改 Z49,Y,Y,Y
4110,2026,3,9200002234,1,WA,2026-03-08 00:00:00,2026-03-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140103,促销费用-终端促销-品尝,272163.51,GBB-4120-Z49-7921,GBB科目修改 Z49 自动过账科目测试,4120,MAT7900054,201/261/601/602,REF00002234,4000,GBB,4120,Z49,7921,T030-02234,存货抵消/成本结转,GBB科目修改 Z49,Y,Y,Y
4390,2026,3,9200002235,1,WA,2026-03-13 00:00:00,2026-03-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601140103,促销费用-终端促销-品尝,262161.93,GBB-4120-Z49-7928,GBB科目修改 Z49 自动过账科目测试,4120,MAT7900019,201/261/601/602,REF00002235,4000,GBB,4120,Z49,7928,T030-02235,存货抵消/成本结转,GBB科目修改 Z49,Y,Y,Y
4110,2026,3,9200002236,1,WA,2026-03-18 00:00:00,2026-03-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,1406000000,发出商品(删除),258372.67,GBB-4120-Z51-7920,GBB科目修改 Z51 自动过账科目测试,4120,MAT7900041,201/261/601/602,REF00002236,4000,GBB,4120,Z51,7920,T030-02236,存货抵消/成本结转,GBB科目修改 Z51,Y,N,Y
4390,2026,3,9200002237,1,WA,2026-03-23 00:00:00,2026-03-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,1406000000,发出商品(删除),96295.56,GBB-4120-Z51-7921,GBB科目修改 Z51 自动过账科目测试,4120,MAT7900011,201/261/601/602,REF00002237,4000,GBB,4120,Z51,7921,T030-02237,存货抵消/成本结转,GBB科目修改 Z51,Y,N,Y
4110,2026,3,9200002238,1,WA,2026-03-27 00:00:00,2026-03-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,1406000000,发出商品(删除),2796.47,GBB-4120-Z51-7922,GBB科目修改 Z51 自动过账科目测试,4120,MAT7900002,201/261/601/602,REF00002238,4000,GBB,4120,Z51,7922,T030-02238,存货抵消/成本结转,GBB科目修改 Z51,Y,N,Y
4390,2026,4,9200002239,1,WA,2026-04-03 00:00:00,2026-04-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140106,促销费用-终端促销-买赠,126344.87,GBB-4120-Z53-7920,GBB科目修改 Z53 自动过账科目测试,4120,MAT7900024,201/261/601/602,REF00002239,4000,GBB,4120,Z53,7920,T030-02239,存货抵消/成本结转,GBB科目修改 Z53,Y,Y,Y
4110,2026,4,9200002240,1,WA,2026-04-08 00:00:00,2026-04-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140106,促销费用-终端促销-买赠,184687.33,GBB-4120-Z53-7921,GBB科目修改 Z53 自动过账科目测试,4120,MAT7900028,201/261/601/602,REF00002240,4000,GBB,4120,Z53,7921,T030-02240,存货抵消/成本结转,GBB科目修改 Z53,Y,Y,Y
4390,2026,4,9200002241,1,WA,2026-04-13 00:00:00,2026-04-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601140106,促销费用-终端促销-买赠,146004.87,GBB-4120-Z53-7922,GBB科目修改 Z53 自动过账科目测试,4120,MAT7900039,201/261/601/602,REF00002241,4000,GBB,4120,Z53,7922,T030-02241,存货抵消/成本结转,GBB科目修改 Z53,Y,Y,Y
4110,2026,4,9200002242,1,WA,2026-04-18 00:00:00,2026-04-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601140106,促销费用-终端促销-买赠,165780.0,GBB-4120-Z53-7928,GBB科目修改 Z53 自动过账科目测试,4120,MAT7900024,201/261/601/602,REF00002242,4000,GBB,4120,Z53,7928,T030-02242,存货抵消/成本结转,GBB科目修改 Z53,Y,Y,Y
4390,2026,4,9200002243,1,WA,2026-04-23 00:00:00,2026-04-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6402990000,其他业务成本-其他,219890.57,GBB-4120-Z65-7928,GBB科目修改 Z65 自动过账科目测试,4120,MAT7900047,201/261/601/602,REF00002243,4000,GBB,4120,Z65,7928,T030-02243,存货抵消/成本结转,GBB科目修改 Z65,Y,Y,Y
4110,2026,4,9200002244,1,WA,2026-04-27 00:00:00,2026-04-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6402990000,其他业务成本-其他,147903.04,GBB-4120-Z69-7928,GBB科目修改 Z69 自动过账科目测试,4120,MAT7900041,201/261/601/602,REF00002244,4000,GBB,4120,Z69,7928,T030-02244,存货抵消/成本结转,GBB科目修改 Z69,Y,Y,Y
4390,2026,5,9200002245,1,WA,2026-05-03 00:00:00,2026-05-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601330000,试验检验费,254502.93,GBB-4120-Z71-3050,GBB科目修改 Z71 自动过账科目测试,4120,MAT7900030,201/261/601/602,REF00002245,4000,GBB,4120,Z71,3050,T030-02245,存货抵消/成本结转,GBB科目修改 Z71,Y,Y,Y
4110,2026,5,9200002246,1,WA,2026-05-08 00:00:00,2026-05-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601330000,试验检验费,189306.17,GBB-4120-Z71-7928,GBB科目修改 Z71 自动过账科目测试,4120,MAT7900052,201/261/601/602,REF00002246,4000,GBB,4120,Z71,7928,T030-02246,存货抵消/成本结转,GBB科目修改 Z71,Y,Y,Y
4390,2026,5,9200002247,1,WA,2026-05-13 00:00:00,2026-05-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601060000,物料及低值易耗品,51606.41,GBB-4120-Z73-3050,GBB科目修改 Z73 自动过账科目测试,4120,MAT7900054,201/261/601/602,REF00002247,4000,GBB,4120,Z73,3050,T030-02247,存货抵消/成本结转,GBB科目修改 Z73,Y,Y,Y
4110,2026,5,9200002248,1,WA,2026-05-18 00:00:00,2026-05-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,26708.31,GBB-4120-Z75-3050,GBB科目修改 Z75 自动过账科目测试,4120,MAT7900054,201/261/601/602,REF00002248,4000,GBB,4120,Z75,3050,T030-02248,存货抵消/成本结转,GBB科目修改 Z75,Y,Y,Y
4390,2026,5,9200002249,1,WA,2026-05-23 00:00:00,2026-05-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,15753.25,GBB-4120-Z77-3040,GBB科目修改 Z77 自动过账科目测试,4120,MAT7900054,201/261/601/602,REF00002249,4000,GBB,4120,Z77,3040,T030-02249,存货抵消/成本结转,GBB科目修改 Z77,Y,Y,Y
4110,2026,5,9200002250,1,WA,2026-05-27 00:00:00,2026-05-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601060000,物料及低值易耗品,122103.65,GBB-4120-Z77-3050,GBB科目修改 Z77 自动过账科目测试,4120,MAT7900039,201/261/601/602,REF00002250,4000,GBB,4120,Z77,3050,T030-02250,存货抵消/成本结转,GBB科目修改 Z77,Y,Y,Y
4390,2026,1,9200002251,1,WA,2026-01-03 00:00:00,2026-01-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,260521.49,GBB-4120-Z79-3040,GBB科目修改 Z79 自动过账科目测试,4120,MAT7900025,201/261/601/602,REF00002251,4000,GBB,4120,Z79,3040,T030-02251,存货抵消/成本结转,GBB科目修改 Z79,Y,Y,Y
4110,2026,1,9200002252,1,WA,2026-01-08 00:00:00,2026-01-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,278718.68,GBB-4120-Z79-3050,GBB科目修改 Z79 自动过账科目测试,4120,MAT7900030,201/261/601/602,REF00002252,4000,GBB,4120,Z79,3050,T030-02252,存货抵消/成本结转,GBB科目修改 Z79,Y,Y,Y
4390,2026,1,9200002253,1,WA,2026-01-13 00:00:00,2026-01-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601060000,物料及低值易耗品,74733.81,GBB-4120-Z81-3050,GBB科目修改 Z81 自动过账科目测试,4120,MAT7900060,201/261/601/602,REF00002253,4000,GBB,4120,Z81,3050,T030-02253,存货抵消/成本结转,GBB科目修改 Z81,Y,Y,Y
4110,2026,1,9200002254,1,WA,2026-01-18 00:00:00,2026-01-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601030000,修理费,57863.91,GBB-4120-Z83-3050,GBB科目修改 Z83 自动过账科目测试,4120,MAT7900018,201/261/601/602,REF00002254,4000,GBB,4120,Z83,3050,T030-02254,存货抵消/成本结转,GBB科目修改 Z83,Y,Y,Y
4390,2026,1,9200002255,1,WA,2026-01-23 00:00:00,2026-01-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601030000,修理费,178529.11,GBB-4120-Z85-3050,GBB科目修改 Z85 自动过账科目测试,4120,MAT7900015,201/261/601/602,REF00002255,4000,GBB,4120,Z85,3050,T030-02255,存货抵消/成本结转,GBB科目修改 Z85,Y,Y,Y
4110,2026,1,9200002256,1,WA,2026-01-27 00:00:00,2026-01-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601030000,修理费,11128.17,GBB-4120-Z87-3050,GBB科目修改 Z87 自动过账科目测试,4120,MAT7900016,201/261/601/602,REF00002256,4000,GBB,4120,Z87,3050,T030-02256,存货抵消/成本结转,GBB科目修改 Z87,Y,Y,Y
4390,2026,2,9200002257,1,WA,2026-02-03 00:00:00,2026-02-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601030000,修理费,299836.55,GBB-4120-Z89-3050,GBB科目修改 Z89 自动过账科目测试,4120,MAT7900060,201/261/601/602,REF00002257,4000,GBB,4120,Z89,3050,T030-02257,存货抵消/成本结转,GBB科目修改 Z89,Y,Y,Y
4110,2026,2,9200002258,1,WA,2026-02-08 00:00:00,2026-02-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601030000,修理费,192233.72,GBB-4120-Z91-3050,GBB科目修改 Z91 自动过账科目测试,4120,MAT7900053,201/261/601/602,REF00002258,4000,GBB,4120,Z91,3050,T030-02258,存货抵消/成本结转,GBB科目修改 Z91,Y,Y,Y
4390,2026,2,9200002259,1,WA,2026-02-13 00:00:00,2026-02-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6711090000,营业外支出-非公益性捐赠支出,63489.89,GBB-4120-Z93-7920,GBB科目修改 Z93 自动过账科目测试,4120,MAT7900028,201/261/601/602,REF00002259,4000,GBB,4120,Z93,7920,T030-02259,存货抵消/成本结转,GBB科目修改 Z93,Y,N,Y
4110,2026,2,9200002260,1,WA,2026-02-18 00:00:00,2026-02-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6711090000,营业外支出-非公益性捐赠支出,179863.07,GBB-4120-Z93-7921,GBB科目修改 Z93 自动过账科目测试,4120,MAT7900021,201/261/601/602,REF00002260,4000,GBB,4120,Z93,7921,T030-02260,存货抵消/成本结转,GBB科目修改 Z93,Y,N,Y
4390,2026,2,9200002261,1,WA,2026-02-23 00:00:00,2026-02-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6711090000,营业外支出-非公益性捐赠支出,260645.79,GBB-4120-Z93-7928,GBB科目修改 Z93 自动过账科目测试,4120,MAT7900011,201/261/601/602,REF00002261,4000,GBB,4120,Z93,7928,T030-02261,存货抵消/成本结转,GBB科目修改 Z93,Y,N,Y
4110,2026,2,9200002262,1,WA,2026-02-27 00:00:00,2026-02-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601342500,技术研发费-福利费,261172.3,GBB-4120-Z95-3050,GBB科目修改 Z95 自动过账科目测试,4120,MAT7900002,201/261/601/602,REF00002262,4000,GBB,4120,Z95,3050,T030-02262,存货抵消/成本结转,GBB科目修改 Z95,Y,Y,Y
4390,2026,3,9200002263,1,WA,2026-03-03 00:00:00,2026-03-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,211487.94,GBB-4120-ZBR-3000,GBB科目修改 ZBR 自动过账科目测试,4120,MAT7900048,201/261/601/602,REF00002263,4000,GBB,4120,ZBR,3000,T030-02263,存货抵消/成本结转,GBB科目修改 ZBR,Y,Y,Y
4110,2026,3,9200002264,1,WA,2026-03-08 00:00:00,2026-03-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,239882.39,GBB-4120-ZBR-3040,GBB科目修改 ZBR 自动过账科目测试,4120,MAT7900033,201/261/601/602,REF00002264,4000,GBB,4120,ZBR,3040,T030-02264,存货抵消/成本结转,GBB科目修改 ZBR,Y,Y,Y
4390,2026,3,9200002265,1,WA,2026-03-13 00:00:00,2026-03-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601060000,物料及低值易耗品,187778.21,GBB-4120-ZBR-3050,GBB科目修改 ZBR 自动过账科目测试,4120,MAT7900009,201/261/601/602,REF00002265,4000,GBB,4120,ZBR,3050,T030-02265,存货抵消/成本结转,GBB科目修改 ZBR,Y,Y,Y
4110,2026,3,9200002266,1,WA,2026-03-18 00:00:00,2026-03-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,6601060000,物料及低值易耗品,60121.88,GBB-4120-ZBR-3500,GBB科目修改 ZBR 自动过账科目测试,4120,MAT7900038,201/261/601/602,REF00002266,4000,GBB,4120,ZBR,3500,T030-02266,存货抵消/成本结转,GBB科目修改 ZBR,Y,Y,Y
4390,2026,3,9200002267,1,WA,2026-03-23 00:00:00,2026-03-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001040000,生产成本-半成品,147819.88,GBB-4130-AUF-7900,生产订单收货/差异 自动过账科目测试,4130,MAT7900056,201/261/601/602,REF00002267,4000,GBB,4130,AUF,7900,T030-02267,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4110,2026,3,9200002268,1,WA,2026-03-27 00:00:00,2026-03-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,5001030000,生产成本-成品,13015.97,GBB-4130-AUF-7920,生产订单收货/差异 自动过账科目测试,4130,MAT7900039,201/261/601/602,REF00002268,4000,GBB,4130,AUF,7920,T030-02268,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4390,2026,4,9200002269,1,WA,2026-04-03 00:00:00,2026-04-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001030000,生产成本-成品,25312.47,GBB-4130-AUF-7921,生产订单收货/差异 自动过账科目测试,4130,MAT7900040,201/261/601/602,REF00002269,4000,GBB,4130,AUF,7921,T030-02269,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4110,2026,4,9200002270,1,WA,2026-04-08 00:00:00,2026-04-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001030000,生产成本-成品,70192.68,GBB-4130-AUF-7923,生产订单收货/差异 自动过账科目测试,4130,MAT7900021,201/261/601/602,REF00002270,4000,GBB,4130,AUF,7923,T030-02270,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4390,2026,4,9200002271,1,WA,2026-04-13 00:00:00,2026-04-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,5001030000,生产成本-成品,147604.4,GBB-4130-AUF-7925,生产订单收货/差异 自动过账科目测试,4130,MAT7900052,201/261/601/602,REF00002271,4000,GBB,4130,AUF,7925,T030-02271,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4110,2026,4,9200002272,1,WA,2026-04-18 00:00:00,2026-04-18 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001010000,生产成本-原辅料,74081.33,GBB-4130-AUF-7927,生产订单收货/差异 自动过账科目测试,4130,MAT7900027,201/261/601/602,REF00002272,4000,GBB,4130,AUF,7927,T030-02272,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4390,2026,4,9200002273,1,WA,2026-04-23 00:00:00,2026-04-23 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001030000,生产成本-成品,170830.43,GBB-4130-AUF-7928,生产订单收货/差异 自动过账科目测试,4130,MAT7900016,201/261/601/602,REF00002273,4000,GBB,4130,AUF,7928,T030-02273,存货抵消/成本结转,生产订单收货/差异,Y,Y,Y
4110,2026,4,9200002274,1,WA,2026-04-27 00:00:00,2026-04-27 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,5001010000,生产成本-原辅料,142183.88,GBB-4130-AUI-3000,GBB科目修改 AUI 自动过账科目测试,4130,MAT7900009,201/261/601/602,REF00002274,4000,GBB,4130,AUI,3000,T030-02274,存货抵消/成本结转,GBB科目修改 AUI,Y,Y,Y
4390,2026,5,9200002275,1,WA,2026-05-03 00:00:00,2026-05-03 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001020000,生产成本-包装物,3406.96,GBB-4130-AUI-3040,GBB科目修改 AUI 自动过账科目测试,4130,MAT7900020,201/261/601/602,REF00002275,4000,GBB,4130,AUI,3040,T030-02275,存货抵消/成本结转,GBB科目修改 AUI,Y,Y,Y
4110,2026,5,9200002276,1,WA,2026-05-08 00:00:00,2026-05-08 00:00:00,MIGO/MB1A/VL02N,CNY,S,40,5001060000,生产成本-其他(删除),74247.05,GBB-4130-AUI-3050,GBB科目修改 AUI 自动过账科目测试,4130,MAT7900020,201/261/601/602,REF00002276,4000,GBB,4130,AUI,3050,T030-02276,存货抵消/成本结转,GBB科目修改 AUI,Y,N,Y
4390,2026,5,9200002277,1,WA,2026-05-13 00:00:00,2026-05-13 00:00:00,MIGO/MB1A/VL02N,CNY,H,50,6601140101,促销费用-终端促销-促销物料,122782.87,GBB-4130-AUI-3400,GBB科目修改 AUI 自动过账科目测试,4130,MAT7900038,201/261/601/602,REF00002277,4000,GBB,4130,AUI,3400,T030-02277,存货抵消/成本结转,GBB科目修改 AUI,Y,Y,Y
