公司,SAKNR,TXT50,货币,部门,已结转余额,DMBTR_DEBIT,在制表期间的借方余额,报表期间的贷方余额,DMBTR_CREDIT
4390,6601330000,试验检验费,CNY,0.00,0.00,1245426.37,"9,163.08","1,236,263.29",0.0
4390,6601340100,技术研发费-直接材料费,CNY,0.00,0.00,629655.89,817.25,"628,838.64",0.0
4390,6601340200,技术研发费-直接能耗费,CNY,0.00,0.00,218127.16,0.00,"218,127.16",0.0
4390,6601340700,技术研发费-工资,CNY,0.00,0.00,107159.87,0.00,"107,159.87",0.0
4390,6601340800,技术研发费-基本养老保险,CNY,0.00,0.00,11852.0,0.00,"11,852.00",0.0
4390,6601340900,技术研发费-基本医疗保险,CNY,0.00,0.00,5555.65,0.00,"5,555.65",0.0
4390,6601341000,技术研发费-失业保险费,CNY,0.00,0.00,444.45,0.00,444.45,0.0
4390,6601341100,技术研发费-工伤保险费,CNY,0.00,0.00,518.55,0.00,518.55,0.0
4390,6601341200,技术研发费-生育保险费,CNY,0.00,0.00,592.6,0.00,592.60,0.0
4390,6601341400,技术研发费-住房公积金,CNY,0.00,0.00,3505.0,0.00,"3,505.00",0.0
4390,6601341500,技术研发费-试验试制费,CNY,0.00,0.00,84416.04,0.00,"84,416.04",0.0
4390,6601350000,装修及转让费,CNY,0.00,0.00,38362.67,0.00,"38,362.67",0.0
4390,6601360000,周转材料费,CNY,0.00,0.00,1516275.26,0.00,"1,516,275.26",0.0
4390,6601380000,商标专利费,CNY,0.00,0.00,23260.0,0.00,"23,260.00",0.0
4390,6601400400,项目经费-差旅费,CNY,0.00,0.00,3465.96,0.00,"3,465.96",0.0
4390,6601400700,项目经费-出版/文献/信息传播/知识产权,CNY,0.00,0.00,15207.0,0.00,"15,207.00",0.0
4390,6601400900,项目经费-专家咨询费,CNY,0.00,0.00,189612.92,0.00,"189,612.92",0.0
4390,6601410000,动力能耗费,CNY,0.00,0.00,4441824.43,0.00,"4,441,824.43",0.0
4390,6601420000,招聘费,CNY,0.00,0.00,44695.96,0.00,"44,695.96",0.0
4390,6601530000,劳务费,CNY,0.00,0.00,7102907.75,0.00,"7,102,907.75",0.0
4390,6601540000,服务费,CNY,0.00,0.00,998583.52,0.00,"998,583.52",0.0
4390,6601550000,物业费,CNY,0.00,0.00,55765.71,0.00,"55,765.71",0.0
4390,6601560100,平台推广服务费-广宣,CNY,0.00,0.00,3238.7,0.00,"3,238.70",0.0
4390,6601560200,平台推广服务费-其他,CNY,0.00,0.00,9345005.79,0.00,"9,345,005.79",0.0
4390,6601570100,运营服务费-基础运营,CNY,0.00,0.00,1782446.12,0.00,"1,782,446.12",0.0
4390,6601570200,运营服务费-增值运营,CNY,0.00,0.00,498594.58,0.00,"498,594.58",0.0
4390,6601570300,运营服务费-三方代运营,CNY,0.00,0.00,1822219.77,0.00,"1,822,219.77",0.0
4390,6601570400,运营服务费-其他,CNY,0.00,0.00,101909.99,0.00,"101,909.99",0.0
4390,6601990000,其他费用,CNY,0.00,0.00,1276564.99,0.00,"1,276,564.99",0.0
4390,6603010200,财务费用-其他利息支出,CNY,0.00,0.00,56139.46,0.00,"56,139.46",0.0
4390,6603020000,财务费用-利息收入,CNY,0.00,0.00,0.0,"8,413.95","-8,413.95",0.0
4390,6603030000,财务费用-手续费,CNY,0.00,0.00,209100.3,0.00,"209,100.30",0.0
4390,6603090000,财务费用-租赁利息,CNY,0.00,0.00,26204.1,0.00,"26,204.10",0.0
4390,6603990000,财务费用-其他费用,CNY,0.00,0.00,1357.56,0.00,"1,357.56",0.0
4390,6701130100,信用减值损失-其他应收款坏账损失,CNY,0.00,0.00,207527.74,"45,576.43","161,951.31",0.0
4390,6701130200,信用减值损失-应收账款坏账损失,CNY,0.00,0.00,155834.25,"104,984.88","50,849.37",0.0
4390,6711020000,营业外支出-非流动资产处置损失,CNY,0.00,0.00,40138.51,0.00,"40,138.51",0.0
4390,6711990000,营业外支出-其他,CNY,0.00,0.00,1030881.75,"10,000.00","1,020,881.75",0.0
4390,6801010000,所得税费用-当期所得税费用,CNY,0.00,0.00,6444146.68,0.00,"6,444,146.68",0.0
4390,6801020000,所得税费用-递延所得税费用,CNY,0.00,0.00,54321.17,"72,585.37","-18,264.20",0.0
4390,6999999999,FI/CO统驭,CNY,0.00,0.00,85047394.13,"85,047,394.13",0.00,0.0
*,4390,CNY,0.00,0.00,"10,681,962,215.59",10681962215.59,0.00,,0.0
四川新华西乳业有限公司,总账科目余额,时间 18:11:39,日期,2026.06.01,,0.0,,,0.0
成都市,分类帐 0L,RFSSLD00/WES059,页,2,,0.0,,,0.0
前一期间 00-00 2026 报表期间 01-05 2026,None,,,,,0.0,,,0.0
T O T A L S,F R O M,A L L,C O M P A N Y,C O D E S,,0.0,,,0.0
公司,货币,部门,已结转余额,前一期间的余额,在制表期间的借方余额,0.0,累计余额,,0.0
4390,CNY,0.00,0.00,"10,681,962,215.59","10,681,962,215.59",0.0,,,0.0
*,CNY,0.00,0.00,"10,681,962,215.59","10,681,962,215.59",0.0,,,0.0
